Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,San Antonio Spurs*,82,241.2,34.9,78.8,.443,4.5,13.4,.334,30.4,65.4,.465,15.9,21.4,.740,10.1,29.0,39.1,17.3,7.1,4.1,14.3,21.2,90.1
2,Detroit Pistons*,82,242.4,34.4,77.3,.445,5.0,14.7,.339,29.4,62.6,.470,18.1,24.5,.740,11.9,29.3,41.2,20.1,6.4,3.5,14.7,20.3,91.8
3,Houston Rockets*,82,242.1,34.1,79.3,.429,5.8,16.4,.351,28.3,62.9,.450,18.3,24.4,.749,9.8,31.1,40.8,19.4,7.0,4.3,14.2,19.9,92.1
4,Dallas Mavericks*,82,240.9,34.0,76.1,.447,4.6,13.1,.349,29.5,63.0,.467,20.2,27.0,.746,10.2,27.9,38.1,17.9,6.9,3.8,14.5,22.1,92.8
5,Cleveland Cavaliers*,82,242.4,34.6,77.3,.448,4.9,15.0,.329,29.7,62.3,.476,18.8,25.6,.734,9.8,30.0,39.9,20.1,6.6,4.3,15.3,22.0,92.9
6,Chicago Bulls*,82,241.2,34.1,78.2,.435,5.9,16.9,.349,28.2,61.3,.459,19.7,27.1,.730,10.9,30.0,40.9,20.4,7.5,5.3,17.4,23.2,93.8
7,Orlando Magic*,82,241.2,33.4,75.5,.442,5.6,15.9,.353,27.8,59.6,.466,21.6,28.4,.760,10.5,27.0,37.6,19.6,8.3,4.6,15.0,23.4,94.0
8,Miami Heat*,82,242.1,35.3,79.5,.444,6.5,18.2,.355,28.8,61.2,.471,18.5,24.9,.742,11.2,30.1,41.3,20.2,6.9,3.8,14.5,21.8,95.5
9,Los Angeles Clippers,82,240.6,35.5,78.5,.452,5.5,16.4,.339,30.0,62.1,.482,19.5,26.1,.748,10.3,29.0,39.3,21.0,7.1,3.9,13.8,22.3,96.1
10,New Orleans/Oklahoma City Hornets,82,242.4,36.6,80.2,.457,6.8,19.2,.355,29.8,61.0,.489,17.0,22.4,.759,10.4,30.4,40.8,20.8,6.8,4.8,13.6,21.1,97.1
11,Philadelphia 76ers,82,242.4,37.1,80.1,.463,6.1,17.4,.353,30.9,62.8,.493,17.7,23.5,.754,11.8,29.3,41.1,22.3,7.4,3.9,15.6,22.0,98.0
12,Indiana Pacers,82,241.2,35.7,78.2,.457,5.3,14.3,.372,30.4,63.9,.476,21.2,28.2,.753,11.2,30.5,41.6,20.0,7.9,5.0,15.7,23.7,98.0
13,New Jersey Nets*,82,242.4,35.5,79.0,.450,6.3,17.7,.357,29.2,61.2,.476,21.0,27.6,.762,10.6,30.8,41.4,22.0,7.1,4.5,14.5,23.0,98.3
14,Portland Trail Blazers,82,243.4,36.1,76.7,.471,5.7,15.8,.361,30.4,61.0,.499,20.5,26.3,.778,10.4,28.6,39.0,20.8,6.6,4.6,13.7,21.3,98.4
15,Atlanta Hawks,82,242.4,36.0,77.3,.466,5.7,15.1,.376,30.3,62.2,.488,20.7,28.2,.734,11.6,28.9,40.5,21.1,7.3,5.1,15.2,22.6,98.4
16,Toronto Raptors*,82,240.9,37.2,80.4,.463,6.5,18.2,.357,30.7,62.2,.494,17.6,23.3,.754,10.3,32.2,42.5,21.2,6.0,3.9,15.1,21.8,98.5
17,Utah Jazz*,82,241.5,34.4,75.5,.455,6.2,17.4,.355,28.2,58.1,.485,23.7,30.9,.767,9.9,27.1,37.0,18.9,7.6,5.3,15.0,24.5,98.6
18,Boston Celtics,82,242.1,36.2,77.3,.468,5.2,14.8,.354,30.9,62.5,.495,21.7,29.0,.747,10.3,30.2,40.5,22.1,7.4,5.5,15.2,21.4,99.2
19,Minnesota Timberwolves,82,244.0,37.5,81.6,.460,6.3,18.1,.348,31.2,63.4,.492,18.4,24.2,.760,11.7,29.7,41.4,21.7,7.1,4.4,14.2,20.5,99.7
20,New York Knicks,82,244.0,36.8,80.1,.460,7.0,18.6,.376,29.9,61.5,.485,19.7,26.0,.756,10.8,28.0,38.8,21.3,7.5,5.0,13.7,22.9,100.3
21,Charlotte Bobcats,82,244.0,36.6,78.7,.465,5.5,15.2,.363,31.1,63.5,.489,22.0,29.3,.750,11.3,31.2,42.6,20.9,7.4,5.3,15.8,21.8,100.6
22,Seattle SuperSonics,82,241.8,38.1,80.1,.476,6.3,17.5,.361,31.8,62.6,.508,19.5,25.9,.751,11.6,29.4,41.0,22.8,7.2,4.2,15.0,19.9,102.0
23,Phoenix Suns*,82,242.7,39.5,86.4,.457,6.1,16.9,.363,33.3,69.5,.480,17.8,23.2,.767,12.3,30.5,42.8,18.9,6.9,3.7,15.1,21.5,102.9
24,Sacramento Kings,82,241.5,38.4,81.4,.472,6.8,18.6,.365,31.6,62.8,.503,19.5,25.8,.757,11.1,32.3,43.4,22.4,7.0,4.9,16.3,24.3,103.1
25,Los Angeles Lakers*,82,244.3,37.8,81.9,.461,6.4,17.8,.358,31.4,64.1,.490,21.5,28.3,.760,11.6,30.6,42.2,21.9,7.9,5.0,14.7,23.4,103.4
26,Denver Nuggets*,82,241.2,39.7,86.4,.460,6.8,19.1,.353,33.0,67.3,.490,17.5,23.7,.739,12.3,30.0,42.3,24.5,8.3,5.2,16.4,23.7,103.7
27,Milwaukee Bucks,82,242.1,39.0,81.4,.480,6.9,18.7,.368,32.1,62.6,.513,19.1,25.7,.742,13.0,30.1,43.0,25.3,7.5,5.3,15.7,21.0,104.0
28,Washington Wizards*,82,241.8,38.6,81.7,.473,7.3,19.3,.377,31.3,62.4,.502,20.3,26.2,.777,11.9,31.1,43.0,23.7,6.3,4.6,15.7,23.5,104.9
29,Memphis Grizzlies,82,243.7,40.1,82.5,.486,7.0,18.0,.389,33.1,64.4,.513,19.5,25.8,.759,11.8,30.3,42.0,25.1,8.3,5.5,15.3,24.3,106.7
30,Golden State Warriors*,82,240.9,38.7,83.8,.462,7.4,20.3,.366,31.2,63.5,.492,22.1,29.5,.750,13.1,33.3,46.4,24.7,8.3,4.9,18.6,22.3,106.9
