Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Chicago Bulls*,82,243.0,35.0,81.2,.430,6.6,18.7,.351,28.4,62.5,.454,15.3,20.3,.753,10.7,30.6,41.3,19.6,7.6,6.0,14.4,20.9,91.8
2,Indiana Pacers*,82,241.2,34.8,82.7,.420,6.6,19.0,.345,28.2,63.7,.443,16.3,21.6,.755,10.4,30.7,41.2,18.6,7.2,4.6,13.7,21.9,92.3
3,Memphis Grizzlies*,82,241.5,35.7,79.3,.450,7.5,21.1,.355,28.2,58.2,.484,15.8,20.6,.766,9.9,29.3,39.2,19.9,7.2,5.0,14.2,18.9,94.6
4,Charlotte Bobcats*,82,242.7,36.9,83.4,.442,8.1,22.0,.369,28.7,61.4,.468,15.3,20.1,.759,9.6,33.7,43.3,21.0,6.3,5.1,13.3,20.9,97.1
5,Miami Heat*,82,242.4,36.1,79.0,.457,8.5,23.4,.362,27.6,55.6,.497,16.8,22.3,.750,10.8,29.5,40.3,21.4,8.1,3.1,16.7,20.4,97.4
6,San Antonio Spurs*,82,240.9,37.8,85.1,.444,6.5,18.3,.353,31.3,66.8,.469,15.7,20.6,.760,10.5,31.7,42.2,20.4,7.7,4.6,13.9,19.3,97.6
7,Toronto Raptors*,82,243.4,36.1,80.2,.450,6.9,19.2,.360,29.1,60.9,.478,19.0,25.3,.752,10.4,30.5,41.0,21.0,7.3,4.3,14.9,22.1,98.0
8,Washington Wizards*,82,244.6,37.0,80.9,.458,7.5,21.5,.347,29.6,59.4,.498,17.8,23.3,.765,10.1,32.1,42.2,22.2,7.7,3.9,16.0,19.5,99.4
9,New York Knicks,82,242.1,35.8,78.1,.458,8.7,23.4,.371,27.1,54.6,.496,19.1,25.0,.765,10.3,31.7,42.0,19.7,6.3,3.4,14.5,19.6,99.4
10,Brooklyn Nets*,82,242.4,36.3,79.4,.458,8.1,22.0,.367,28.3,57.4,.492,18.8,24.7,.760,11.2,31.6,42.9,21.0,7.4,4.1,15.8,20.8,99.5
11,Golden State Warriors*,82,241.8,36.8,84.4,.436,6.9,20.2,.344,29.9,64.2,.465,18.9,24.7,.765,10.7,32.6,43.3,20.5,7.9,4.2,15.0,19.3,99.5
12,Oklahoma City Thunder*,82,241.5,36.4,83.4,.436,8.6,24.0,.358,27.8,59.4,.468,18.4,25.4,.727,11.0,30.0,40.9,21.8,8.2,3.6,15.2,20.4,99.8
13,Boston Celtics,82,240.6,37.8,81.4,.465,6.6,18.9,.347,31.2,62.5,.500,18.5,24.3,.761,10.6,31.7,42.3,22.1,7.4,4.5,14.2,19.1,100.7
14,Los Angeles Clippers*,82,240.9,37.4,84.9,.441,7.3,21.8,.332,30.2,63.0,.479,18.9,25.0,.755,12.3,31.4,43.7,23.3,7.0,3.5,15.4,23.4,101.0
15,Cleveland Cavaliers,82,243.0,37.8,83.5,.452,9.3,25.4,.367,28.4,58.1,.490,16.6,22.0,.757,10.3,32.3,42.5,24.8,7.2,5.6,14.0,19.5,101.5
16,Atlanta Hawks*,82,241.8,38.6,83.5,.462,8.0,21.9,.365,30.6,61.6,.497,16.4,21.9,.748,10.8,32.8,43.5,23.2,8.2,4.3,15.2,20.0,101.5
17,Orlando Magic,82,243.4,38.1,83.7,.456,8.0,21.7,.371,30.1,62.0,.485,17.7,22.9,.770,10.5,33.5,44.0,22.5,7.1,5.4,14.0,18.3,102.0
18,Utah Jazz,82,241.2,38.3,81.0,.473,7.3,19.4,.376,31.0,61.6,.503,18.3,23.7,.773,10.3,32.2,42.5,21.8,7.5,4.9,12.6,20.4,102.2
19,New Orleans Pelicans,82,242.1,37.3,80.1,.465,8.0,22.3,.357,29.3,57.8,.507,20.0,26.5,.752,10.7,31.0,41.7,22.5,7.0,6.1,14.5,20.3,102.4
20,Dallas Mavericks*,82,241.8,37.8,81.4,.464,8.3,23.0,.359,29.5,58.4,.505,18.7,24.6,.758,11.5,31.3,42.8,22.0,7.7,3.5,16.0,19.9,102.4
21,Phoenix Suns,82,240.9,38.0,83.4,.456,6.8,19.9,.341,31.2,63.5,.492,19.8,25.8,.766,11.3,31.5,42.8,20.3,7.5,4.0,15.3,21.3,102.6
22,Portland Trail Blazers*,82,242.1,39.6,87.8,.451,6.5,18.3,.355,33.1,69.5,.476,17.0,22.2,.766,11.5,32.0,43.5,20.4,7.8,3.7,12.0,20.7,102.8
23,Houston Rockets*,82,241.8,39.0,88.0,.443,8.1,23.0,.353,30.9,65.0,.475,17.0,22.5,.757,11.9,29.7,41.7,22.2,8.6,5.6,14.0,24.3,103.1
24,Sacramento Kings,82,241.8,37.8,82.1,.461,8.5,22.4,.380,29.4,59.8,.491,19.2,26.1,.737,9.9,31.3,41.2,23.5,7.8,5.6,13.6,23.1,103.4
25,Milwaukee Bucks,82,242.4,38.4,82.0,.468,8.5,22.3,.382,29.9,59.7,.500,18.4,24.5,.751,11.7,31.8,43.5,22.8,7.8,5.0,14.1,20.6,103.7
26,Minnesota Timberwolves,82,242.1,40.5,86.0,.471,8.1,22.2,.364,32.4,63.8,.508,15.2,20.1,.756,11.1,33.1,44.2,22.9,7.9,5.6,16.4,23.6,104.3
27,Detroit Pistons,82,241.2,39.1,83.2,.470,8.3,22.8,.365,30.8,60.3,.510,18.1,24.0,.756,11.1,31.9,43.0,24.4,8.2,4.9,15.0,20.7,104.7
28,Denver Nuggets,82,240.9,39.5,86.4,.457,7.4,21.0,.351,32.1,65.4,.491,20.2,26.4,.763,11.3,32.5,43.8,22.5,8.5,5.6,14.4,21.7,106.5
29,Los Angeles Lakers,82,240.3,42.0,89.6,.468,8.1,22.5,.361,33.8,67.2,.504,17.2,23.7,.727,13.0,36.0,49.0,25.8,9.6,4.7,14.2,19.3,109.2
30,Philadelphia 76ers,82,242.1,40.0,85.1,.471,9.0,24.4,.370,31.0,60.7,.511,20.8,27.6,.754,11.9,35.0,46.9,26.1,9.0,6.8,17.0,20.6,109.9
