Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
18,Brooklyn Nets*,82,243.0,38.4,84.3,.456,8.5,23.7,.358,29.9,60.6,.494,15.6,21.3,.731,11.4,32.9,44.3,23.7,7.8,4.5,13.9,20.0,100.9
19,Toronto Raptors*,82,242.1,38.0,82.8,.459,7.7,22.3,.346,30.3,60.5,.501,17.2,23.5,.733,11.2,31.2,42.5,22.8,6.9,5.0,14.4,20.3,100.9
20,Philadelphia 76ers,82,241.5,37.1,82.7,.449,8.0,22.9,.350,29.1,59.8,.487,18.7,24.7,.756,11.5,34.8,46.3,23.7,9.5,5.5,16.8,20.2,101.0
21,Boston Celtics*,82,242.4,38.1,84.7,.450,7.4,22.0,.336,30.7,62.7,.490,17.6,23.3,.755,10.9,33.8,44.7,21.9,7.1,5.3,15.1,18.8,101.2
22,New York Knicks,82,242.1,37.0,80.4,.460,8.5,22.3,.380,28.5,58.1,.490,18.8,24.8,.759,11.0,32.5,43.5,21.7,8.0,4.3,14.1,19.1,101.2
23,Orlando Magic,82,240.9,38.0,82.0,.463,8.3,22.6,.368,29.6,59.4,.499,17.2,22.9,.751,10.1,33.4,43.5,23.4,7.7,5.4,14.5,17.9,101.4
24,Oklahoma City Thunder,82,241.8,37.6,85.5,.440,8.3,24.2,.343,29.3,61.3,.479,18.2,24.5,.745,11.2,31.5,42.7,22.1,7.8,4.6,13.6,20.4,101.8
25,Dallas Mavericks*,82,242.4,38.0,84.5,.450,9.0,24.8,.364,29.0,59.7,.485,17.3,22.9,.753,12.3,33.9,46.1,22.3,7.3,3.8,16.3,22.1,102.3
26,Phoenix Suns,82,242.4,38.4,85.0,.452,7.7,21.9,.352,30.7,63.1,.486,18.8,24.8,.759,11.6,33.7,45.3,21.1,7.9,4.1,15.6,20.3,103.3
27,Sacramento Kings,82,242.1,39.5,86.5,.456,8.8,25.1,.349,30.7,61.5,.500,17.3,23.1,.748,11.0,30.2,41.2,23.3,8.7,6.2,12.9,23.9,105.0
28,Denver Nuggets,82,242.4,38.6,84.3,.458,7.7,22.2,.346,30.9,62.0,.498,20.1,26.9,.748,11.0,34.1,45.1,23.1,7.5,6.1,14.4,20.7,105.0
29,Los Angeles Lakers,82,243.0,38.8,83.1,.466,8.5,23.4,.363,30.3,59.7,.507,19.2,25.8,.745,10.0,34.1,44.2,24.0,7.5,4.8,13.0,19.4,105.3
30,Minnesota Timberwolves,82,241.5,41.1,84.5,.487,8.5,23.1,.367,32.6,61.4,.531,15.8,20.8,.759,11.6,31.9,43.6,23.6,8.4,5.5,15.2,21.4,106.5
