Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Toronto Raptors*,72,241.4,37.8,88.3,.428,13.1,38.9,.337,24.7,49.5,.499,17.8,23.2,.769,10.9,35.1,46.1,25.6,7.2,5.5,16.8,20.4,106.5
2,Boston Celtics*,72,242.1,38.4,87.1,.441,11.8,34.8,.340,26.6,52.3,.508,18.8,24.5,.767,10.3,34.0,44.3,22.4,7.1,5.5,15.2,20.7,107.3
3,Indiana Pacers*,73,241.4,39.5,88.5,.446,11.5,33.6,.341,28.0,54.8,.511,17.0,21.6,.788,10.4,34.9,45.2,23.1,6.9,4.6,14.7,18.8,107.5
4,Los Angeles Lakers*,71,240.7,39.1,87.1,.448,11.6,33.4,.349,27.4,53.7,.510,17.9,22.9,.781,9.4,32.9,42.3,23.4,8.2,3.7,15.9,21.7,107.6
5,Orlando Magic*,73,240.7,40.4,86.9,.465,12.2,33.6,.364,28.2,53.3,.529,15.3,19.8,.771,9.0,35.8,44.9,24.7,7.0,4.6,14.6,19.5,108.3
6,Philadelphia 76ers*,73,241.0,39.8,86.0,.463,10.4,29.4,.353,29.4,56.5,.520,18.4,24.5,.751,8.6,33.2,41.8,22.8,7.0,4.0,13.8,20.5,108.4
7,Oklahoma City Thunder*,72,242.1,40.8,89.6,.455,11.3,33.3,.340,29.5,56.4,.523,15.5,19.6,.795,10.5,34.3,44.8,23.0,7.0,4.0,14.2,22.8,108.4
8,Milwaukee Bucks*,73,241.0,38.9,94.0,.414,14.0,39.3,.355,25.0,54.7,.457,16.7,21.2,.787,9.5,36.3,45.8,24.2,7.4,4.5,14.1,21.7,108.6
9,Utah Jazz*,72,241.0,40.7,89.1,.457,11.0,31.0,.353,29.7,58.1,.512,16.5,21.5,.767,9.6,33.1,42.7,21.5,7.9,4.6,12.3,20.8,108.8
10,Miami Heat*,73,243.1,38.8,86.7,.448,13.1,37.7,.347,25.7,48.9,.525,18.4,23.6,.783,9.2,33.3,42.5,24.6,7.5,4.1,14.0,21.7,109.1
11,Denver Nuggets*,73,243.1,40.0,86.5,.463,12.1,33.9,.358,27.9,52.6,.530,17.1,22.5,.759,10.1,32.6,42.6,25.4,7.2,4.4,14.3,20.5,109.2
12,Charlotte Hornets,65,242.3,41.7,87.5,.476,12.4,35.1,.352,29.3,52.5,.558,14.0,18.4,.758,10.9,35.0,46.0,26.6,8.0,5.0,14.4,20.6,109.6
13,Los Angeles Clippers*,72,241.4,39.5,90.2,.438,12.3,35.6,.345,27.2,54.6,.499,18.5,24.5,.756,10.7,34.6,45.3,23.7,7.5,4.7,14.1,22.9,109.9
14,Chicago Bulls,65,241.2,39.5,82.5,.479,11.2,31.6,.353,28.3,50.9,.557,19.7,26.0,.759,10.2,35.4,45.5,25.4,8.2,5.9,18.3,19.2,109.9
15,Detroit Pistons,66,241.9,41.9,87.3,.480,10.7,29.6,.361,31.3,57.8,.541,16.2,20.9,.777,10.1,33.4,43.5,24.6,8.2,5.6,14.0,19.8,110.8
16,Sacramento Kings,72,242.4,40.3,85.5,.471,12.4,34.8,.357,27.8,50.7,.549,19.2,24.3,.790,9.1,34.5,43.5,24.9,7.7,4.2,15.2,19.5,112.1
17,Dallas Mavericks*,75,242.3,41.9,91.6,.458,12.3,34.9,.351,29.7,56.7,.523,16.0,21.0,.760,10.4,35.0,45.4,23.9,7.0,4.1,11.9,21.3,112.1
18,Brooklyn Nets*,72,242.8,41.4,92.9,.446,12.2,34.8,.350,29.2,58.1,.503,17.4,22.6,.769,10.6,35.3,45.9,22.6,7.7,5.3,12.8,21.1,112.3
19,New York Knicks,66,241.9,39.9,86.0,.463,13.3,34.9,.381,26.6,51.1,.520,19.2,25.7,.749,9.6,34.6,44.2,24.3,7.2,5.0,13.7,19.8,112.3
20,Phoenix Suns,73,241.0,41.2,87.4,.472,11.6,32.0,.363,29.6,55.4,.535,19.3,24.5,.788,9.1,34.2,43.3,23.6,7.9,5.5,15.6,22.6,113.4
21,Memphis Grizzlies,73,240.7,40.6,90.3,.450,12.9,35.3,.365,27.7,55.0,.504,19.6,25.0,.782,10.4,34.5,44.9,24.8,8.0,5.3,14.8,20.2,113.7
22,Houston Rockets*,72,241.4,42.3,91.5,.462,12.2,35.0,.349,30.1,56.5,.532,18.0,23.7,.761,11.2,36.7,47.9,25.3,8.0,4.9,16.2,21.0,114.8
23,Cleveland Cavaliers,65,241.9,43.9,89.4,.491,12.4,33.0,.375,31.5,56.4,.558,14.7,19.2,.767,9.7,33.1,42.9,26.1,9.4,6.3,13.0,19.6,114.8
24,Golden State Warriors,65,241.9,42.2,88.6,.476,13.5,34.8,.389,28.7,53.8,.533,17.1,21.9,.783,10.2,36.3,46.5,26.1,8.2,4.9,15.6,20.1,115.0
25,San Antonio Spurs,71,242.5,42.3,90.2,.469,13.1,35.1,.373,29.2,55.1,.530,17.4,22.5,.777,9.4,35.9,45.3,25.7,6.8,4.3,13.2,20.1,115.2
26,Portland Trail Blazers*,74,241.0,41.8,91.6,.456,13.6,35.4,.383,28.2,56.2,.501,19.1,24.7,.771,11.5,35.4,46.9,24.9,6.8,4.9,12.9,20.1,116.1
27,New Orleans Pelicans,72,242.1,42.7,91.8,.465,12.2,33.9,.361,30.5,58.0,.526,19.4,24.7,.789,10.1,34.7,44.8,24.5,8.5,4.8,14.5,21.1,117.1
28,Minnesota Timberwolves,64,243.1,43.1,90.4,.477,11.6,31.9,.363,31.6,58.5,.539,19.7,25.2,.783,10.1,37.2,47.3,24.4,7.8,5.5,15.5,21.6,117.5
29,Washington Wizards,72,241.0,43.1,88.4,.488,12.4,33.1,.376,30.7,55.2,.555,20.4,26.3,.778,10.5,35.7,46.2,25.2,7.5,5.0,16.2,22.2,119.1
30,Atlanta Hawks,67,243.0,43.3,90.7,.478,11.9,32.7,.363,31.4,58.0,.542,21.2,27.4,.772,11.2,35.9,47.0,25.0,9.0,6.4,15.0,21.0,119.7
