Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Detroit Pistons*,82,240.6,33.3,76.1,.437,5.0,15.0,.332,28.3,61.0,.463,18.6,25.0,.744,10.5,28.6,39.1,19.1,5.8,3.9,13.5,19.7,90.1
2,Boston Celtics*,82,240.9,32.4,77.3,.419,5.9,18.7,.316,26.5,58.6,.452,19.6,26.3,.743,11.0,27.9,38.9,18.8,7.2,4.7,16.0,22.2,90.3
3,San Antonio Spurs*,82,240.6,34.8,78.4,.444,5.1,15.0,.342,29.7,63.5,.468,15.8,20.9,.756,9.5,30.8,40.3,18.2,6.9,4.4,12.9,19.8,90.6
4,Houston Rockets*,82,240.6,34.8,80.4,.433,5.3,14.5,.365,29.5,66.0,.447,17.2,23.3,.737,10.9,29.8,40.7,18.9,7.6,4.6,13.3,19.7,92.0
5,New Orleans Hornets*,82,241.5,37.0,80.5,.460,6.6,18.9,.351,30.4,61.6,.494,14.8,19.3,.771,9.9,30.9,40.8,21.7,5.7,4.0,13.9,19.2,95.6
6,Dallas Mavericks*,82,240.6,35.4,79.9,.443,5.0,14.2,.349,30.4,65.6,.463,20.1,26.4,.760,10.8,29.5,40.3,18.9,6.5,4.4,12.2,21.2,95.9
7,Philadelphia 76ers*,82,240.9,36.6,79.3,.461,6.8,18.9,.360,29.8,60.4,.493,16.2,21.0,.772,11.3,28.0,39.2,23.2,6.7,5.1,15.7,20.8,96.2
8,Portland Trail Blazers,82,242.7,36.4,80.7,.451,6.5,18.3,.356,29.9,62.4,.479,17.1,22.3,.766,11.7,30.1,41.7,20.9,6.0,3.7,12.5,20.2,96.3
9,Cleveland Cavaliers*,82,242.1,35.8,78.8,.455,6.2,17.3,.357,29.7,61.5,.482,18.9,25.2,.748,9.9,30.5,40.4,21.0,6.8,4.7,13.3,20.3,96.7
10,Toronto Raptors*,82,241.8,36.7,80.1,.458,7.5,20.5,.368,29.1,59.6,.489,16.4,21.1,.776,10.1,31.5,41.6,21.9,5.7,4.1,14.0,18.4,97.3
11,Orlando Magic*,82,241.2,37.3,83.6,.446,6.3,17.6,.358,31.0,66.0,.469,18.2,24.1,.754,11.0,30.7,41.7,21.5,7.1,4.2,13.2,23.1,99.0
12,Washington Wizards*,82,242.7,36.8,79.7,.461,8.3,21.6,.386,28.4,58.2,.489,17.3,22.9,.754,11.0,30.2,41.2,23.9,6.5,4.4,14.0,20.2,99.2
13,Utah Jazz*,82,240.3,35.3,76.7,.461,6.2,17.3,.357,29.1,59.4,.491,22.5,30.1,.749,10.3,27.5,37.8,19.9,7.5,5.1,15.9,23.1,99.3
14,Miami Heat,82,241.8,36.9,79.0,.468,6.7,18.3,.369,30.2,60.7,.497,19.4,25.7,.755,11.2,31.9,43.1,22.2,7.7,4.2,14.2,20.1,100.0
15,Atlanta Hawks*,82,242.1,38.0,82.1,.463,6.2,17.2,.362,31.7,64.9,.489,17.8,23.7,.752,11.8,29.1,40.9,22.3,7.5,5.1,13.7,21.9,100.0
16,Chicago Bulls,82,241.5,36.4,80.3,.453,7.0,18.6,.375,29.4,61.7,.476,20.7,27.0,.766,11.1,31.5,42.6,21.9,7.9,5.7,15.3,21.3,100.4
17,New Jersey Nets,82,241.8,36.4,79.8,.456,6.5,17.7,.369,29.9,62.1,.480,21.6,28.2,.768,10.9,30.7,41.6,22.1,8.1,4.4,13.4,22.4,100.9
18,Los Angeles Clippers,82,241.5,38.0,81.3,.467,5.9,17.0,.349,32.0,64.4,.498,19.2,25.6,.751,11.2,32.4,43.6,22.4,7.2,4.7,13.6,21.6,101.1
19,Los Angeles Lakers*,82,241.2,38.1,85.6,.445,6.8,18.7,.362,31.4,67.0,.469,18.3,24.3,.752,12.0,30.7,42.8,21.9,7.7,4.5,14.2,22.6,101.3
20,Charlotte Bobcats,82,242.4,38.0,81.5,.466,6.3,17.8,.355,31.7,63.8,.497,19.2,25.6,.747,12.2,31.6,43.7,21.8,7.6,5.8,14.4,21.0,101.4
21,Minnesota Timberwolves,82,240.6,37.3,79.0,.472,6.6,18.5,.357,30.7,60.5,.507,21.2,27.6,.769,10.6,31.0,41.7,23.2,7.4,5.7,13.5,17.5,102.4
22,New York Knicks,82,242.4,38.8,81.8,.474,7.2,19.4,.369,31.7,62.4,.507,18.7,25.3,.739,11.3,31.4,42.6,21.6,7.6,5.2,12.8,20.3,103.5
23,Milwaukee Bucks,82,242.1,38.4,80.0,.480,7.2,18.7,.384,31.2,61.4,.509,20.0,26.1,.766,10.6,30.0,40.7,23.3,7.9,4.9,13.7,21.1,103.9
24,Sacramento Kings,82,241.8,38.3,82.1,.466,7.3,19.5,.373,31.0,62.6,.495,21.0,27.9,.753,11.8,30.1,41.9,22.9,8.1,5.5,15.2,23.1,104.8
25,Phoenix Suns*,82,241.2,41.1,90.0,.456,5.7,16.2,.353,35.4,73.8,.479,17.2,22.9,.749,13.4,30.5,43.9,19.6,7.3,3.8,13.4,21.1,105.0
