Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Memphis Grizzlies*,82,241.5,33.5,77.0,.435,6.1,18.2,.338,27.4,58.8,.465,16.1,21.5,.748,10.3,28.8,39.1,19.5,7.3,5.5,15.5,20.0,89.3
2,Indiana Pacers*,81,241.9,34.5,82.2,.420,5.4,16.6,.327,29.1,65.6,.444,16.2,21.3,.760,11.2,29.6,40.9,19.2,7.5,5.7,13.5,21.9,90.7
3,Chicago Bulls*,82,241.8,35.4,80.1,.443,5.5,16.0,.346,29.9,64.1,.467,16.5,22.3,.739,11.0,30.1,41.1,18.8,7.3,5.8,13.7,19.6,92.9
4,Los Angeles Clippers*,82,240.6,34.6,78.0,.443,7.6,20.5,.373,26.9,57.5,.468,17.9,23.9,.749,10.9,28.2,39.1,22.1,7.4,4.1,16.1,20.9,94.6
5,Miami Heat*,82,242.4,35.6,80.9,.440,7.6,21.7,.350,28.0,59.1,.473,16.2,21.2,.766,11.2,28.9,40.1,20.2,7.9,3.2,15.6,20.4,95.0
6,Brooklyn Nets*,82,242.1,37.4,80.7,.464,6.3,17.3,.366,31.1,63.4,.490,14.0,19.2,.731,10.7,28.5,39.2,21.4,7.5,4.8,13.4,21.4,95.1
7,New York Knicks*,82,240.6,35.6,77.6,.458,7.8,21.8,.357,27.8,55.8,.498,16.8,22.2,.757,10.0,31.6,41.6,19.3,6.4,4.0,15.1,19.2,95.7
8,Washington Wizards,82,242.1,35.9,81.7,.440,7.1,20.5,.349,28.8,61.2,.470,16.8,22.8,.738,11.0,33.2,44.2,21.5,7.8,4.4,14.5,19.1,95.8
9,Philadelphia 76ers,82,240.9,36.8,81.0,.454,6.7,19.2,.349,30.1,61.8,.487,16.2,21.4,.760,11.0,33.0,44.0,22.8,7.2,4.8,14.3,16.2,96.5
10,Oklahoma City Thunder*,82,241.8,36.2,85.0,.425,7.4,21.5,.346,28.7,63.5,.452,16.7,21.6,.774,12.0,28.7,40.7,20.5,8.2,3.9,14.8,20.7,96.5
11,San Antonio Spurs*,82,242.4,37.5,84.9,.442,6.3,17.9,.353,31.2,66.9,.466,15.2,20.0,.760,11.1,31.4,42.5,21.4,8.2,4.9,14.9,19.1,96.6
12,Boston Celtics*,81,244.9,36.1,82.0,.441,6.8,19.9,.342,29.3,62.1,.472,17.7,23.9,.740,11.4,32.1,43.6,21.6,7.8,4.7,15.3,19.4,96.7
13,Atlanta Hawks*,82,242.1,37.5,83.2,.450,7.6,19.9,.379,29.9,63.3,.473,15.0,19.7,.763,11.3,32.4,43.7,22.3,8.4,4.3,15.2,18.8,97.5
14,New Orleans Hornets,82,241.2,37.0,78.5,.471,7.7,20.6,.374,29.2,57.9,.505,16.3,21.5,.759,10.2,29.2,39.3,23.4,7.9,6.0,13.2,18.7,97.9
15,Utah Jazz,82,242.4,36.6,79.9,.458,6.8,18.5,.370,29.8,61.4,.485,18.0,23.8,.757,11.0,29.8,40.8,20.6,7.8,5.9,14.7,20.4,98.1
16,Minnesota Timberwolves,82,240.6,38.0,81.2,.468,7.0,19.0,.369,30.9,62.2,.498,15.2,20.1,.752,10.6,31.5,42.1,22.3,8.1,5.9,15.9,22.5,98.1
17,Toronto Raptors,82,243.7,36.2,79.2,.458,6.7,18.4,.361,29.6,60.8,.487,19.6,26.2,.747,10.7,31.0,41.7,21.9,7.0,4.7,14.3,20.1,98.7
18,Detroit Pistons,82,241.5,37.3,81.2,.459,7.4,20.4,.360,29.9,60.7,.492,16.9,22.2,.762,11.1,30.7,41.8,22.4,8.4,5.8,13.7,19.9,98.8
19,Golden State Warriors*,82,241.5,37.2,84.8,.439,8.0,23.1,.347,29.2,61.7,.473,17.9,23.9,.748,11.1,31.7,42.7,23.5,8.2,4.9,13.5,19.2,100.3
20,Milwaukee Bucks*,82,241.8,38.4,84.7,.454,6.5,18.5,.348,32.0,66.2,.483,17.0,22.5,.759,12.4,33.6,46.0,23.1,8.0,4.4,16.0,19.1,100.4
21,Portland Trail Blazers,82,242.1,39.3,83.0,.474,6.4,18.7,.340,33.0,64.3,.512,15.7,20.6,.761,11.0,31.4,42.4,23.7,8.4,4.4,13.1,18.7,100.7
22,Los Angeles Lakers*,82,240.9,39.7,87.6,.453,7.5,21.0,.357,32.2,66.6,.483,14.2,19.4,.732,11.5,31.1,42.7,23.4,8.5,4.8,12.9,23.1,101.0
23,Orlando Magic,82,241.2,38.6,83.4,.463,7.5,21.0,.359,31.1,62.5,.498,16.3,22.1,.738,10.8,31.9,42.8,23.7,7.2,5.2,12.4,16.5,101.1
24,Denver Nuggets*,82,242.7,38.1,85.7,.444,8.4,23.1,.363,29.7,62.6,.474,16.6,22.7,.731,12.4,29.2,41.6,23.6,8.0,6.8,15.9,21.6,101.1
25,Cleveland Cavaliers,82,240.6,37.9,79.6,.476,7.4,20.0,.372,30.5,59.6,.511,17.9,24.2,.739,10.8,31.3,42.1,23.9,7.6,6.8,15.2,19.7,101.2
26,Phoenix Suns,82,241.5,38.8,82.6,.470,6.9,17.9,.388,31.9,64.7,.492,17.1,22.6,.757,11.7,31.7,43.4,22.8,8.3,5.1,15.3,18.4,101.6
27,Dallas Mavericks,82,243.7,37.4,84.0,.445,7.8,21.8,.359,29.6,62.2,.475,19.1,25.4,.753,12.0,33.6,45.6,22.0,8.5,4.1,14.7,18.9,101.7
28,Houston Rockets*,82,241.2,38.8,85.5,.454,8.1,21.9,.368,30.8,63.5,.484,16.8,21.6,.776,10.7,31.0,41.6,22.7,8.5,6.1,14.8,20.4,102.5
29,Charlotte Bobcats,82,241.5,38.8,82.5,.471,8.7,22.5,.388,30.1,59.9,.502,16.2,21.8,.747,11.8,32.3,44.1,25.3,6.9,6.9,14.0,21.3,102.7
30,Sacramento Kings,82,241.8,39.3,83.3,.472,7.6,21.5,.355,31.7,61.8,.512,18.9,24.1,.783,11.9,31.7,43.6,25.1,7.6,6.3,14.7,20.0,105.1
