Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Indiana Pacers*,82,240.3,38.7,86.1,.450,11.4,32.1,.354,27.4,54.0,.507,15.8,21.0,.756,10.5,33.1,43.7,24.5,7.4,5.2,15.7,20.0,104.7
2,Miami Heat,82,240.6,38.3,86.8,.441,11.9,33.1,.358,26.4,53.6,.493,17.5,22.7,.769,10.1,34.0,44.2,23.3,7.5,4.7,14.1,20.1,105.9
3,Memphis Grizzlies,82,242.4,37.6,83.4,.451,11.6,32.2,.360,26.0,51.2,.508,19.3,24.7,.784,9.5,35.2,44.7,23.4,7.6,4.9,15.2,21.4,106.1
4,Utah Jazz*,82,240.9,40.0,88.5,.452,9.8,27.7,.355,30.1,60.7,.496,16.7,22.2,.753,8.9,33.7,42.6,21.6,8.5,4.6,13.9,22.4,106.5
5,Orlando Magic*,82,241.2,39.9,87.6,.456,10.5,30.2,.347,29.5,57.4,.513,16.3,20.9,.778,9.0,35.6,44.6,23.1,7.0,4.4,13.0,18.7,106.6
6,Denver Nuggets*,82,240.6,39.6,86.4,.458,10.8,31.9,.339,28.8,54.5,.528,16.7,22.2,.753,9.7,32.7,42.5,24.6,7.4,5.0,13.5,20.4,106.7
7,Detroit Pistons*,82,242.1,39.9,85.0,.469,9.6,27.8,.345,30.3,57.2,.530,17.9,23.7,.755,9.1,34.6,43.7,23.7,6.9,5.1,14.1,21.3,107.3
8,Boston Celtics*,82,241.2,39.5,88.1,.448,11.5,33.5,.344,28.0,54.6,.513,17.4,22.8,.764,10.4,35.5,45.9,23.7,6.8,3.9,15.1,19.5,108.0
9,Toronto Raptors*,82,242.4,40.3,89.7,.449,10.8,31.2,.345,29.5,58.5,.505,17.1,22.3,.765,10.6,34.2,44.8,24.5,7.6,4.5,14.9,20.5,108.4
10,Houston Rockets*,82,241.8,40.4,86.7,.466,10.1,29.8,.340,30.3,56.9,.532,18.2,23.7,.768,11.0,34.5,45.4,23.5,7.4,4.5,15.0,20.0,109.1
11,Milwaukee Bucks*,82,241.2,40.5,93.5,.433,13.1,36.3,.361,27.4,57.2,.479,15.1,20.7,.733,9.9,35.4,45.3,24.8,6.8,4.8,13.4,20.2,109.3
12,San Antonio Spurs*,82,241.5,41.5,89.7,.463,11.7,32.7,.359,29.8,57.0,.522,15.2,20.2,.755,9.2,34.7,43.9,24.7,7.2,4.0,12.2,19.6,110.0
13,Dallas Mavericks,82,241.2,40.9,89.2,.459,11.2,32.5,.344,29.7,56.7,.525,17.1,22.0,.777,10.2,34.6,44.8,24.5,7.8,4.5,13.0,23.2,110.1
14,Portland Trail Blazers*,82,242.1,41.1,90.0,.457,10.7,29.8,.359,30.4,60.3,.505,17.5,22.8,.770,10.3,32.6,42.8,23.2,7.4,5.1,12.4,20.7,110.5
15,Oklahoma City Thunder*,82,242.1,40.8,88.7,.460,11.2,31.6,.356,29.5,57.1,.517,18.3,24.0,.761,9.9,35.8,45.7,24.9,8.2,5.1,16.7,22.5,111.1
16,Golden State Warriors*,82,241.5,40.4,91.1,.444,11.6,33.6,.347,28.8,57.5,.500,18.7,24.2,.773,10.8,33.5,44.3,24.3,7.7,3.6,13.5,19.5,111.2
17,Charlotte Hornets,82,241.8,41.9,89.2,.470,12.1,33.5,.361,29.8,55.6,.536,15.9,20.2,.787,10.1,35.7,45.8,26.0,6.9,6.0,13.5,20.6,111.8
18,Brooklyn Nets*,82,243.7,42.2,92.5,.456,10.3,30.3,.341,31.9,62.1,.513,17.6,22.8,.770,11.0,35.2,46.2,23.7,7.8,5.3,13.5,22.0,112.3
19,Philadelphia 76ers*,82,241.5,41.7,91.5,.455,10.3,30.0,.342,31.4,61.5,.511,18.8,24.5,.768,10.0,33.5,43.5,23.4,7.7,4.1,12.7,22.1,112.5
20,Chicago Bulls,82,242.7,42.2,89.2,.473,12.1,33.0,.365,30.2,56.2,.537,16.8,22.0,.763,10.0,36.4,46.4,25.5,7.3,5.8,13.3,18.7,113.4
21,Los Angeles Lakers,82,241.2,41.9,92.8,.452,11.8,34.0,.349,30.1,58.9,.511,17.8,22.7,.784,11.3,35.6,46.9,25.0,8.3,5.1,14.2,20.8,113.5
22,New York Knicks,82,241.2,41.9,89.7,.467,11.8,32.6,.363,30.1,57.1,.527,18.2,23.8,.766,10.7,36.8,47.5,25.6,7.4,5.6,13.2,20.8,113.8
23,Minnesota Timberwolves,82,241.8,42.1,90.1,.467,12.7,33.6,.378,29.4,56.5,.520,17.1,22.3,.767,11.2,34.4,45.6,26.2,6.6,5.5,14.7,21.9,114.0
24,Cleveland Cavaliers,82,240.9,43.2,87.2,.495,12.0,31.6,.380,31.2,55.6,.561,15.8,20.5,.770,9.5,34.6,44.1,25.7,6.9,5.6,12.5,19.4,114.1
25,Los Angeles Clippers*,82,241.8,41.7,91.3,.457,10.4,30.2,.343,31.4,61.1,.513,20.5,26.3,.777,11.3,34.5,45.7,24.1,8.3,6.1,13.2,24.0,114.3
26,Sacramento Kings,82,240.6,42.3,90.6,.466,12.0,34.6,.348,30.2,56.0,.540,18.8,24.4,.770,11.2,36.8,48.0,24.7,7.5,5.1,15.9,21.4,115.3
27,New Orleans Pelicans,82,240.9,43.3,92.8,.466,12.3,33.7,.364,31.0,59.1,.525,17.9,23.5,.764,11.0,34.8,45.8,26.5,8.6,5.4,13.6,21.0,116.8
28,Phoenix Suns,82,242.4,42.5,88.2,.482,11.1,29.9,.372,31.3,58.2,.538,20.8,27.6,.753,11.8,35.3,47.2,25.9,9.0,5.0,15.7,20.7,116.8
29,Washington Wizards,82,243.0,43.4,90.5,.480,12.1,32.8,.370,31.3,57.7,.542,18.0,23.1,.778,11.4,35.8,47.3,26.2,7.7,4.6,15.8,21.2,116.9
30,Atlanta Hawks,82,242.1,42.8,90.5,.473,12.4,34.4,.359,30.4,56.1,.543,21.5,28.3,.758,10.6,35.4,46.0,26.9,9.9,5.5,15.0,22.2,119.4
