Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Phoenix Suns,82,240.9,41.1,81.6,.504,6.7,17.6,.383,34.4,64.0,.537,20.4,27.5,.744,11.0,30.7,41.7,23.2,7.2,5.1,15.7,20.6,109.4
2,Golden State Warriors,82,242.4,39.4,86.0,.458,6.7,18.0,.373,32.7,68.0,.480,23.1,29.2,.791,11.6,30.4,42.0,20.9,7.8,6.4,14.6,22.5,108.6
3,Los Angeles Lakers*,82,241.2,40.3,85.1,.474,6.7,18.5,.361,33.7,66.6,.505,19.6,25.5,.770,12.4,31.5,43.9,23.3,8.8,5.1,13.5,20.7,106.9
4,New York Knicks,82,241.5,38.5,86.5,.445,10.0,27.9,.360,28.5,58.6,.486,18.2,23.2,.784,11.1,31.0,42.1,21.2,7.4,2.5,14.3,20.4,105.2
5,Indiana Pacers,82,241.8,39.3,86.3,.455,8.0,21.0,.378,31.3,65.3,.480,18.6,23.0,.807,11.3,32.5,43.7,21.6,7.0,5.3,14.5,23.1,105.1
6,Denver Nuggets*,82,240.6,37.3,79.4,.470,6.7,18.0,.371,30.6,61.4,.499,23.1,30.3,.760,11.0,30.6,41.6,22.2,8.7,6.0,15.3,22.9,104.3
7,Utah Jazz*,82,242.4,38.3,80.8,.475,4.8,13.7,.349,33.5,67.1,.500,22.1,28.7,.771,11.5,29.5,41.0,24.7,8.8,4.6,14.8,22.3,103.6
8,Chicago Bulls*,82,243.0,38.1,83.5,.457,6.0,15.8,.381,32.1,67.7,.474,19.9,25.0,.796,11.8,30.3,42.1,21.1,7.5,5.5,14.5,20.8,102.2
9,Dallas Mavericks*,82,241.5,38.1,82.6,.462,7.0,19.9,.350,31.2,62.7,.498,18.5,22.6,.819,11.1,31.6,42.7,21.7,7.2,5.2,12.7,19.5,101.7
10,Orlando Magic*,82,240.6,35.7,78.2,.457,10.0,26.2,.381,25.8,52.1,.495,19.6,27.5,.715,10.0,33.3,43.3,19.4,7.0,5.4,13.9,20.3,101.0
11,Boston Celtics*,82,242.4,37.5,77.2,.486,6.6,16.5,.397,30.9,60.7,.510,19.4,25.3,.765,10.6,31.5,42.1,22.7,7.6,4.7,15.6,23.1,100.9
12,Sacramento Kings,82,242.7,36.5,81.5,.447,7.1,19.4,.368,29.3,62.1,.472,20.5,25.7,.798,10.2,28.9,39.1,19.7,6.9,4.3,15.4,23.3,100.6
13,Cleveland Cavaliers*,82,241.2,36.9,78.7,.468,8.0,20.4,.393,28.9,58.3,.495,18.6,24.5,.757,10.8,31.4,42.2,20.3,7.2,5.3,12.7,20.3,100.3
14,Portland Trail Blazers*,82,241.8,36.8,79.2,.465,7.3,19.0,.383,29.5,60.2,.490,18.5,24.2,.765,12.9,28.8,41.7,20.3,6.7,4.9,12.9,20.4,99.4
15,Milwaukee Bucks,82,241.2,36.7,82.4,.445,6.2,17.2,.363,30.5,65.2,.467,19.7,25.2,.780,11.9,28.9,40.7,22.0,7.4,3.8,14.1,24.2,99.3
16,Toronto Raptors,82,241.5,37.2,81.4,.458,5.8,15.7,.372,31.4,65.7,.478,18.7,22.7,.824,9.8,30.6,40.4,22.4,6.4,4.8,13.4,19.4,99.0
17,Houston Rockets*,82,241.5,36.1,79.6,.453,7.6,20.2,.375,28.5,59.4,.480,18.7,23.2,.805,10.5,32.5,43.0,20.3,6.7,4.3,14.1,18.9,98.4
18,Miami Heat*,82,243.4,37.0,81.0,.457,7.1,19.9,.357,29.9,61.2,.489,17.2,22.8,.754,10.1,29.4,39.5,20.4,7.9,5.5,12.5,20.7,98.3
