Rk,Team,G,MP,FG%,Dist.,,2P,0-3,3-10,10-16,16-3P,3P,,2P,0-3,3-10,10-16,16-3P,3P,,2P,3P,,%FGA,Md.,,%FGA,Md.,,%3PA,3P%
1,Atlanta Hawks*,82,19730,.439,13.0,,.690,.291,.133,.082,.183,.310,,.483,.606,.388,.402,.393,.341,,.566,.893,,.040,248,,.233,908,,.289,.362
2,Boston Celtics*,82,19880,.450,12.2,,.740,.288,.172,.114,.167,.260,,.490,.643,.389,.410,.385,.336,,.509,.852,,.041,260,,.229,957,,.263,.367
3,Brooklyn Nets*,82,19930,.456,12.4,,.719,.300,.155,.087,.176,.281,,.494,.636,.403,.410,.373,.358,,.545,.871,,.055,337,,.237,933,,.262,.385
4,Chicago Bulls*,82,19880,.435,12.3,,.774,.282,.156,.126,.210,.226,,.465,.580,.379,.426,.397,.335,,.478,.807,,.036,230,,.235,895,,.205,.377
5,Charlotte Hornets,82,19905,.440,12.8,,.735,.265,.165,.107,.199,.265,,.470,.596,.374,.407,.415,.357,,.528,.866,,.035,213,,.220,827,,.243,.387
6,Cleveland Cavaliers*,82,19780,.456,12.3,,.730,.284,.173,.114,.160,.270,,.497,.646,.397,.368,.434,.343,,.575,.860,,.049,302,,.216,895,,.258,.379
7,Dallas Mavericks*,82,19880,.450,12.7,,.706,.277,.163,.101,.166,.294,,.485,.647,.348,.419,.390,.364,,.505,.848,,.048,309,,.208,859,,.277,.410
8,Denver Nuggets,82,19880,.458,12.4,,.736,.293,.161,.099,.183,.264,,.498,.624,.414,.441,.401,.346,,.534,.856,,.047,294,,.233,930,,.256,.364
9,Detroit Pistons,82,19830,.456,12.0,,.738,.295,.179,.098,.166,.262,,.491,.649,.344,.398,.425,.355,,.565,.872,,.041,259,,.238,984,,.261,.377
10,Golden State Warriors*,82,19730,.428,12.5,,.752,.273,.168,.122,.191,.248,,.458,.616,.341,.407,.366,.337,,.508,.806,,.043,286,,.211,847,,.205,.388
11,Houston Rockets*,82,19805,.443,12.3,,.731,.298,.167,.092,.174,.269,,.487,.639,.379,.382,.388,.322,,.501,.836,,.050,325,,.237,959,,.275,.338
12,Indiana Pacers,82,19855,.435,12.6,,.747,.270,.163,.113,.202,.253,,.465,.593,.396,.394,.388,.345,,.480,.849,,.036,227,,.219,821,,.245,.398
13,Los Angeles Clippers*,82,19730,.442,13.0,,.710,.270,.159,.110,.171,.290,,.481,.622,.390,.366,.414,.349,,.584,.820,,.050,307,,.205,784,,.228,.371
14,Los Angeles Lakers,82,19930,.466,12.2,,.718,.316,.151,.095,.157,.282,,.507,.647,.397,.392,.402,.363,,.553,.851,,.057,355,,.245,1001,,.259,.410
15,Memphis Grizzlies*,82,19905,.442,12.8,,.717,.278,.160,.103,.177,.283,,.478,.622,.382,.412,.376,.351,,.481,.831,,.047,289,,.213,822,,.256,.390
16,Miami Heat,82,19730,.454,12.5,,.711,.300,.145,.100,.165,.289,,.495,.628,.413,.401,.383,.353,,.528,.805,,.054,317,,.229,844,,.278,.384
17,Milwaukee Bucks*,82,19930,.437,12.2,,.705,.326,.138,.094,.147,.295,,.476,.588,.379,.348,.401,.342,,.546,.898,,.046,281,,.255,929,,.315,.378
18,Minnesota Timberwolves,82,19805,.487,12.2,,.726,.316,.142,.093,.175,.274,,.531,.688,.426,.410,.400,.367,,.494,.875,,.058,369,,.243,1065,,.288,.425
19,New Orleans Pelicans*,82,19780,.456,11.5,,.764,.328,.171,.104,.162,.236,,.494,.634,.379,.402,.389,.335,,.494,.797,,.050,314,,.265,1050,,.211,.389
20,New York Knicks,82,19855,.460,12.2,,.723,.304,.163,.094,.162,.277,,.490,.612,.400,.427,.389,.380,,.499,.886,,.053,306,,.238,871,,.252,.446
21,Oklahoma City Thunder,82,19830,.440,12.1,,.717,.304,.161,.105,.147,.283,,.479,.608,.372,.397,.387,.343,,.515,.846,,.052,310,,.234,930,,.259,.340
22,Orlando Magic,82,19755,.463,12.8,,.724,.289,.142,.110,.183,.276,,.499,.642,.400,.426,.395,.368,,.548,.865,,.056,353,,.217,849,,.251,.433
23,Philadelphia 76ers,82,19805,.449,12.1,,.723,.308,.160,.093,.162,.277,,.487,.621,.354,.402,.411,.350,,.574,.868,,.053,317,,.235,912,,.249,.400
24,Phoenix Suns,82,19880,.452,11.9,,.742,.305,.178,.096,.163,.258,,.486,.644,.361,.375,.394,.352,,.491,.788,,.050,312,,.236,1000,,.231,.414
25,Portland Trail Blazers*,82,19855,.439,12.0,,.782,.280,.173,.128,.201,.218,,.468,.605,.377,.426,.382,.338,,.476,.817,,.038,244,,.223,911,,.226,.371
26,Sacramento Kings,82,19855,.456,12.9,,.710,.245,.195,.093,.178,.290,,.500,.683,.427,.384,.390,.349,,.521,.833,,.049,326,,.192,872,,.259,.387
27,San Antonio Spurs*,82,19955,.444,11.7,,.774,.297,.180,.122,.175,.226,,.468,.606,.373,.374,.396,.360,,.501,.812,,.041,251,,.248,952,,.258,.398
28,Toronto Raptors*,82,19855,.459,12.2,,.731,.291,.182,.093,.165,.269,,.501,.637,.400,.441,.405,.346,,.539,.840,,.051,309,,.235,923,,.254,.372
29,Utah Jazz,82,19705,.446,12.3,,.746,.261,.197,.096,.193,.254,,.474,.630,.373,.430,.389,.362,,.471,.823,,.052,299,,.199,754,,.257,.396
30,Washington Wizards*,82,19955,.433,13.0,,.725,.261,.161,.111,.192,.275,,.465,.615,.364,.409,.381,.349,,.487,.770,,.038,244,,.212,796,,.207,.369
