Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Boston Celtics*,82,19780,37.2,85.5,.434,5.9,17.5,.340,31.2,68.0,.459,20.1,26.5,.756,11.6,32.0,43.6,20.6,7.7,4.9,16.9,22.3,100.3
2,Chicago Bulls*,82,19830,37.6,87.4,.430,5.7,17.5,.326,31.9,69.9,.456,19.4,25.4,.764,11.1,31.1,42.2,20.8,7.6,6.4,15.5,22.0,100.3
3,Orlando Magic*,82,19830,38.0,87.1,.436,6.8,19.6,.350,31.2,67.6,.461,19.1,25.7,.743,10.7,32.5,43.2,21.8,8.0,4.1,15.1,23.8,102.0
4,Milwaukee Bucks,82,19830,38.2,85.5,.447,5.9,17.6,.334,32.3,67.9,.476,20.2,26.2,.770,11.3,35.4,46.7,22.3,6.8,5.3,16.8,22.8,102.5
5,Miami Heat*,82,19780,38.3,88.3,.434,7.3,21.1,.345,31.0,67.1,.462,19.7,26.4,.744,11.5,31.4,42.9,22.0,7.7,3.3,14.4,23.9,103.5
6,Los Angeles Lakers*,82,19830,40.1,91.9,.437,7.4,22.2,.335,32.7,69.6,.469,16.6,21.7,.765,13.4,32.0,45.4,24.4,7.8,5.0,14.9,22.7,104.3
7,Dallas Mavericks*,82,19705,40.0,88.8,.450,6.8,19.7,.343,33.2,69.1,.481,18.3,24.4,.750,11.7,32.8,44.5,22.5,8.3,4.0,14.9,22.0,105.0
8,Philadelphia 76ers*,82,19930,39.4,87.2,.451,6.1,18.1,.340,33.2,69.1,.480,20.2,26.1,.773,11.6,34.3,45.8,23.1,7.7,4.9,15.3,20.3,105.0
9,Memphis Grizzlies*,82,19880,39.0,85.2,.457,7.7,20.9,.369,31.3,64.3,.486,19.5,25.6,.761,11.9,31.4,43.2,22.6,8.1,6.6,18.0,23.0,105.1
10,New Orleans Hornets*,82,19830,39.3,86.0,.457,7.6,21.3,.357,31.7,64.7,.490,19.0,24.6,.770,10.5,33.5,44.0,23.7,6.8,5.4,16.3,22.8,105.2
11,San Antonio Spurs*,82,19780,41.1,90.2,.456,6.3,17.2,.367,34.8,73.0,.477,17.1,22.3,.766,11.6,32.8,44.4,22.1,7.5,4.9,14.4,22.4,105.6
12,Indiana Pacers*,82,19780,39.3,87.6,.449,6.5,18.2,.359,32.8,69.4,.473,20.7,27.6,.750,11.9,33.5,45.5,21.4,7.9,6.0,14.6,22.5,106.0
13,Atlanta Hawks*,82,19730,41.0,89.0,.460,6.3,18.5,.338,34.7,70.5,.492,18.8,24.3,.774,11.4,33.9,45.3,23.8,7.5,4.7,14.0,20.7,107.0
14,Portland Trail Blazers*,82,19805,40.0,85.7,.467,7.3,19.8,.367,32.7,65.9,.497,19.8,25.8,.767,12.0,32.9,44.8,21.7,7.8,4.7,17.7,24.0,107.1
15,Oklahoma City Thunder*,82,20005,40.4,88.3,.458,6.2,17.3,.361,34.2,71.0,.481,20.1,27.1,.744,12.1,31.0,43.1,22.2,7.6,4.6,14.9,22.9,107.2
16,Denver Nuggets*,82,19705,40.2,87.6,.459,7.3,21.3,.344,32.8,66.3,.495,19.6,25.9,.756,11.0,32.2,43.2,23.2,7.8,6.2,14.4,23.8,107.3
17,Charlotte Bobcats,82,19805,40.0,87.8,.455,7.8,21.8,.359,32.2,66.0,.487,20.1,25.8,.780,10.9,33.1,43.9,24.0,8.1,6.7,14.6,23.4,107.8
18,Los Angeles Clippers,82,19855,39.7,87.1,.455,7.6,20.8,.365,32.1,66.3,.484,21.7,28.2,.771,11.9,31.4,43.3,23.8,8.6,5.3,14.6,23.6,108.7
