Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,San Antonio Spurs*,82,19805,39.0,88.0,.443,8.6,25.0,.344,30.4,63.0,.483,16.9,21.9,.771,10.3,33.4,43.7,22.6,7.9,4.3,15.2,20.9,103.5
2,Golden State Warriors*,82,19780,38.7,88.9,.435,9.0,27.7,.324,29.7,61.2,.485,17.6,23.2,.761,11.7,31.7,43.4,22.6,8.6,3.8,15.5,19.3,104.0
3,Utah Jazz*,82,19755,39.5,89.2,.443,8.9,24.9,.358,30.6,64.3,.476,17.4,22.6,.769,9.8,33.9,43.7,19.4,7.9,4.1,13.2,22.0,105.3
4,Atlanta Hawks*,82,19880,39.4,88.7,.444,11.1,31.0,.357,28.3,57.7,.491,15.9,20.6,.772,10.9,33.7,44.6,23.8,9.1,5.3,15.6,21.9,105.7
5,Miami Heat,82,19780,39.6,88.0,.450,8.1,23.8,.343,31.5,64.2,.490,19.3,24.7,.782,10.7,34.9,45.5,20.5,7.1,5.1,14.3,19.5,106.7
6,Chicago Bulls*,82,19780,41.2,90.4,.456,9.3,27.0,.345,31.9,63.4,.503,15.2,19.8,.770,10.7,34.4,45.1,24.7,7.7,4.8,14.0,19.6,107.0
7,Detroit Pistons,82,19805,40.1,87.1,.460,9.8,26.8,.366,30.3,60.4,.502,17.2,22.0,.780,8.4,36.5,44.9,24.6,7.0,4.3,13.3,18.3,107.1
8,Memphis Grizzlies*,82,19905,37.4,84.5,.443,10.6,30.0,.354,26.8,54.4,.492,21.7,28.8,.753,9.9,35.2,45.1,21.5,7.5,5.4,15.3,22.3,107.1
9,New Orleans Pelicans,82,19905,40.4,89.8,.450,10.6,30.1,.353,29.8,59.7,.499,15.9,20.9,.762,10.7,38.0,48.7,23.6,7.4,4.3,14.1,19.4,107.4
10,Oklahoma City Thunder*,82,19805,39.8,86.7,.459,9.0,25.2,.356,30.9,61.5,.502,18.9,24.7,.764,9.3,32.0,41.3,21.8,8.6,5.6,14.0,21.0,107.5
11,Toronto Raptors*,82,19780,39.1,87.1,.449,10.2,28.7,.354,28.9,58.4,.495,19.5,25.0,.780,10.6,33.6,44.2,22.9,7.0,5.0,15.4,21.3,107.8
12,Los Angeles Clippers*,82,19755,40.0,88.5,.452,9.5,27.2,.350,30.5,61.3,.497,18.7,24.2,.772,10.6,34.1,44.7,23.9,7.3,3.3,13.7,23.2,108.2
13,Boston Celtics*,82,19755,39.8,88.3,.450,9.2,27.8,.332,30.5,60.5,.505,19.7,25.6,.769,11.1,34.8,45.8,23.2,7.8,5.3,14.3,20.9,108.4
14,Charlotte Hornets,82,19830,40.9,89.7,.456,12.0,32.6,.369,28.9,57.1,.506,14.7,18.9,.776,9.3,36.8,46.1,25.4,6.8,5.7,13.5,20.6,108.6
15,Indiana Pacers*,82,19855,39.3,87.1,.451,10.7,30.1,.355,28.6,57.0,.501,19.6,24.9,.789,11.1,34.7,45.7,23.1,8.3,5.1,15.4,20.2,108.8
16,Dallas Mavericks,82,19780,39.9,85.2,.469,10.4,27.3,.380,29.6,57.9,.510,18.6,24.0,.772,9.6,38.5,48.0,22.9,7.0,3.7,16.1,20.9,108.8
17,Philadelphia 76ers,82,19830,39.8,86.5,.461,9.0,25.1,.357,30.9,61.4,.503,20.3,26.2,.773,10.9,34.4,45.3,22.8,8.6,5.5,15.2,19.8,108.9
18,Houston Rockets*,82,19780,40.9,88.4,.463,9.9,29.0,.343,31.0,59.4,.522,17.2,22.1,.778,10.7,33.2,43.8,24.0,8.5,5.0,15.0,20.3,109.0
19,Washington Wizards*,82,19855,40.4,86.6,.466,10.1,27.6,.364,30.3,59.0,.514,18.5,24.6,.751,10.8,33.0,43.8,23.2,7.5,4.7,15.6,20.1,109.3
20,Milwaukee Bucks*,82,19780,40.0,87.3,.458,10.5,29.7,.353,29.5,57.6,.512,18.8,24.4,.771,10.8,33.8,44.7,25.3,7.8,4.8,15.5,20.3,109.3
