Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Los Angeles Lakers*,72,17455,39.9,86.7,.460,11.4,32.3,.352,28.5,54.3,.524,15.9,20.6,.776,8.8,33.3,42.2,24.7,8.3,4.6,15.3,21.3,107.1
2,Philadelphia 76ers*,72,17430,39.2,86.6,.453,11.9,32.9,.360,27.4,53.7,.510,17.3,22.7,.764,9.7,33.0,42.7,23.4,7.2,4.6,15.5,20.9,107.6
3,New York Knicks*,72,17430,39.2,89.1,.440,12.4,36.8,.337,26.8,52.3,.512,17.5,22.9,.761,10.0,35.6,45.5,24.3,6.8,5.6,13.2,18.5,108.2
4,Utah Jazz*,72,17355,41.3,92.4,.447,11.0,32.2,.341,30.3,60.2,.504,14.7,19.1,.768,9.9,33.1,43.1,22.5,7.8,4.0,11.6,19.2,108.3
5,Golden State Warriors,72,17305,39.3,87.0,.452,12.1,33.7,.359,27.2,53.3,.511,19.4,24.9,.778,10.4,35.8,46.2,23.2,7.7,4.2,14.7,19.1,110.1
6,Memphis Grizzlies*,72,17405,40.6,87.7,.462,12.7,34.7,.367,27.8,53.0,.525,17.2,21.8,.788,9.7,34.5,44.2,25.1,7.6,5.2,14.7,18.1,111.0
7,Miami Heat*,72,17380,40.2,87.7,.459,14.7,40.2,.365,25.6,47.5,.538,16.0,20.5,.782,9.8,34.4,44.1,26.5,7.7,4.1,15.5,20.2,111.2
8,Los Angeles Clippers*,72,17280,41.4,89.2,.464,11.9,33.5,.356,29.4,55.6,.529,16.6,21.3,.777,9.4,33.1,42.5,23.6,7.3,4.4,13.3,18.7,111.2
9,Phoenix Suns*,72,17480,41.2,88.2,.467,11.8,33.3,.354,29.4,54.9,.535,17.1,22.0,.778,9.5,33.9,43.4,23.3,7.0,3.6,13.9,18.3,111.3
10,Milwaukee Bucks*,72,17330,41.4,90.6,.456,14.5,37.6,.384,26.9,53.0,.507,14.3,18.3,.780,9.4,33.0,42.4,24.4,6.9,4.7,12.8,17.9,111.4
11,Chicago Bulls,72,17380,41.6,88.0,.473,11.6,32.5,.356,30.0,55.6,.541,17.3,22.3,.774,8.7,33.6,42.3,24.2,8.6,5.1,12.8,17.8,112.0
12,Denver Nuggets*,72,17480,40.8,86.9,.469,13.2,36.3,.363,27.6,50.6,.545,17.4,22.5,.773,9.2,32.7,41.9,26.4,7.6,4.6,14.3,19.5,112.1
13,Indiana Pacers,72,17455,41.6,89.0,.468,11.2,30.7,.366,30.4,58.4,.521,17.9,22.9,.782,11.0,34.6,45.6,25.4,7.2,5.2,14.4,17.7,112.4
14,Boston Celtics*,72,17380,40.4,87.0,.464,13.0,34.8,.374,27.4,52.3,.524,18.7,23.8,.785,9.5,33.5,43.0,24.3,7.5,4.7,14.3,19.5,112.5
15,Toronto Raptors,72,17305,39.3,85.3,.461,14.0,36.9,.379,25.3,48.4,.523,19.9,25.0,.799,10.1,36.1,46.2,26.2,6.7,5.6,16.2,19.6,112.5
16,Detroit Pistons,72,17430,41.9,88.1,.476,11.5,31.8,.362,30.4,56.3,.541,17.2,22.6,.760,10.1,34.8,44.9,25.1,8.1,5.9,14.1,20.7,112.5
17,Charlotte Hornets,72,17355,41.8,89.3,.468,14.7,40.1,.366,27.2,49.2,.552,14.5,19.5,.745,10.8,35.0,45.8,27.4,8.2,4.9,14.9,18.9,112.8
18,San Antonio Spurs,72,17480,42.4,89.8,.472,12.3,32.6,.377,30.1,57.2,.527,15.7,20.7,.758,10.2,37.2,47.4,24.8,6.3,5.1,13.2,18.6,112.8
19,Dallas Mavericks*,72,17305,41.1,89.3,.460,13.2,36.2,.365,27.9,53.2,.525,17.6,23.1,.764,10.0,35.1,45.1,23.2,7.5,3.8,12.9,20.6,113.0
20,Washington Wizards*,72,17405,41.1,87.3,.471,11.9,32.1,.369,29.2,55.2,.529,18.9,24.2,.781,9.8,34.2,43.9,23.3,7.8,4.6,14.0,21.0,113.0
21,Atlanta Hawks*,72,17405,42.0,90.7,.463,12.1,34.8,.349,29.9,55.9,.534,17.2,21.5,.803,10.2,33.2,43.4,24.8,7.9,5.1,12.5,20.1,113.3
22,New Orleans Pelicans,72,17430,41.5,88.5,.469,14.3,37.8,.380,27.1,50.7,.535,16.5,20.9,.790,8.9,32.6,41.4,25.7,7.6,5.9,13.2,21.1,113.8
23,Brooklyn Nets*,72,17405,41.8,91.1,.459,13.2,36.1,.365,28.6,55.0,.521,17.0,21.9,.775,10.4,32.5,43.0,24.0,7.6,4.6,12.6,18.9,113.8
24,Oklahoma City Thunder,72,17355,42.8,90.4,.473,13.4,36.8,.364,29.4,53.6,.548,15.1,19.5,.773,10.0,36.5,46.5,25.4,8.9,5.2,12.9,18.3,114.0
25,Cleveland Cavaliers,72,17430,42.8,88.4,.484,12.6,33.0,.383,30.1,55.3,.545,16.2,20.8,.779,10.1,34.5,44.6,25.9,8.7,6.0,14.6,20.5,114.4
26,Orlando Magic,72,17330,42.7,90.6,.471,13.9,37.2,.373,28.8,53.4,.539,15.3,19.5,.786,9.9,38.0,47.9,26.3,7.7,5.4,12.9,18.9,114.5
27,Houston Rockets,72,17305,42.0,87.7,.480,13.2,34.6,.382,28.8,53.0,.544,17.6,22.5,.783,9.7,37.1,46.8,25.4,8.4,5.2,14.4,19.0,114.9
28,Minnesota Timberwolves,72,17405,42.0,87.2,.482,12.8,32.7,.392,29.2,54.5,.536,18.1,23.0,.786,9.7,35.0,44.7,26.2,7.5,5.4,15.0,19.4,115.0
29,Portland Trail Blazers*,72,17305,42.4,89.6,.473,13.1,35.1,.372,29.3,54.4,.538,18.2,23.1,.787,10.0,36.1,46.1,25.3,6.2,4.7,12.6,19.4,116.0
30,Sacramento Kings,72,17305,43.5,89.3,.488,12.4,32.6,.380,31.1,56.7,.549,17.8,22.6,.787,10.6,34.5,45.2,25.3,7.6,4.7,13.7,18.7,117.2
