Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Dallas Mavericks*,75,18175,41.5,90.0,.461,15.1,41.1,.367,26.4,48.9,.541,18.5,23.8,.779,10.5,36.3,46.8,24.6,6.1,4.8,12.7,19.4,116.7
2,Los Angeles Clippers*,72,17380,40.7,87.4,.466,12.2,32.8,.371,28.5,54.6,.522,20.4,25.8,.791,10.4,36.2,46.7,23.2,6.9,4.6,14.3,21.7,113.9
3,Portland Trail Blazers*,74,17835,41.7,90.2,.463,12.7,33.7,.377,29.0,56.4,.514,17.5,21.8,.804,10.1,34.7,44.8,20.4,6.2,6.0,12.6,21.5,113.7
4,Boston Celtics*,72,17430,41.1,89.3,.461,12.5,34.4,.364,28.6,54.8,.522,18.5,23.1,.801,10.6,35.3,45.9,22.9,8.2,5.6,13.8,21.5,113.3
5,Denver Nuggets*,73,17745,42.7,90.4,.473,11.2,31.1,.359,31.6,59.2,.533,16.5,21.3,.777,10.9,33.9,44.9,27.2,8.2,4.7,14.0,20.7,113.1
6,Houston Rockets*,72,17380,39.1,86.7,.451,15.0,43.4,.345,24.1,43.3,.557,19.8,25.0,.791,9.4,33.1,42.4,20.7,8.3,4.9,14.1,20.8,112.9
7,Miami Heat*,73,17745,39.6,84.7,.468,13.5,35.5,.379,26.1,49.2,.532,19.8,25.3,.783,8.5,36.0,44.5,26.0,7.5,4.6,15.0,20.6,112.5
8,San Antonio Spurs,71,17215,41.6,88.1,.472,10.5,28.0,.376,31.0,60.1,.516,18.7,23.1,.810,8.9,35.1,44.0,24.3,7.2,5.4,12.4,19.1,112.4
9,Milwaukee Bucks*,73,17595,41.0,86.1,.476,13.1,36.9,.355,27.9,49.3,.567,17.3,23.4,.742,9.0,40.0,49.0,24.5,6.8,5.6,14.3,18.6,112.4
10,Utah Jazz*,72,17355,40.5,85.9,.471,13.5,35.6,.380,27.0,50.4,.535,17.9,23.0,.779,9.2,36.1,45.3,22.6,6.1,4.1,15.3,20.6,112.3
11,Los Angeles Lakers*,71,17090,41.8,87.2,.480,10.9,31.2,.349,30.9,56.0,.552,17.5,24.0,.729,10.5,34.6,45.2,25.1,8.5,6.5,15.0,20.5,112.0
12,Phoenix Suns,73,17595,40.5,86.5,.468,11.2,31.2,.358,29.3,55.3,.529,19.5,23.4,.834,9.6,33.2,42.8,26.7,7.5,3.9,14.5,21.7,111.7
13,Philadelphia 76ers*,73,17595,41.3,88.4,.468,11.7,31.8,.368,29.6,56.6,.524,17.0,22.6,.755,10.5,35.2,45.7,26.0,8.1,5.4,14.3,21.1,111.3
14,Toronto Raptors*,72,17380,39.6,86.6,.458,13.6,36.4,.374,26.0,50.2,.519,18.2,22.9,.796,9.4,35.3,44.7,24.9,8.7,4.9,14.6,21.3,111.1
15,Washington Wizards,72,17355,40.3,88.1,.457,11.6,31.6,.368,28.6,56.6,.506,18.8,23.8,.788,9.9,30.9,40.8,24.3,7.7,4.2,13.7,22.0,110.9
16,Oklahoma City Thunder*,72,17430,40.1,85.8,.468,10.7,30.3,.355,29.4,55.6,.529,19.8,24.9,.796,8.3,34.8,43.0,21.8,7.7,4.9,13.7,19.4,110.8
17,New Orleans Pelicans,72,17430,40.7,87.6,.465,13.0,35.3,.370,27.6,52.3,.528,16.3,22.4,.729,10.6,33.9,44.4,25.6,7.2,4.8,15.7,20.2,110.7
18,Sacramento Kings,72,17455,40.9,88.4,.462,12.7,34.9,.364,28.2,53.5,.527,15.7,20.3,.770,9.7,33.0,42.6,23.8,7.7,4.1,14.5,22.2,110.2
