Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Los Angeles Clippers*,82,19755,40.6,85.6,.474,8.8,24.9,.352,31.8,60.7,.525,22.0,30.2,.730,10.9,33.8,44.6,25.5,8.9,5.0,14.4,22.4,112.1
2,Portland Trail Blazers*,82,19855,40.9,90.9,.450,9.8,26.4,.372,31.1,64.5,.481,20.0,24.5,.815,13.0,35.5,48.5,24.3,5.8,4.9,14.3,20.1,111.5
3,Dallas Mavericks*,82,19830,42.0,88.7,.474,9.3,24.3,.384,32.7,64.4,.508,17.8,22.4,.795,10.9,32.5,43.4,25.0,9.1,4.6,14.4,21.2,111.2
4,Houston Rockets*,82,19830,39.2,83.0,.472,9.8,27.4,.358,29.4,55.6,.529,22.8,32.0,.712,11.6,35.1,46.7,22.1,7.8,5.8,16.6,21.1,111.0
5,Miami Heat*,82,19880,41.6,83.0,.501,8.8,24.2,.364,32.8,58.8,.558,18.9,24.9,.760,8.3,31.7,40.0,24.4,9.7,4.9,16.0,21.1,110.9
6,San Antonio Spurs*,82,19755,42.5,87.5,.486,8.9,22.5,.397,33.6,65.1,.517,16.5,21.0,.785,9.7,35.6,45.4,26.4,7.7,5.4,15.1,19.1,110.5
7,Oklahoma City Thunder*,82,19805,40.6,86.1,.471,8.4,23.3,.361,32.1,62.8,.512,21.0,26.1,.806,11.3,35.3,46.6,22.8,8.6,6.4,15.9,23.6,110.5
8,Phoenix Suns,82,19755,40.2,86.8,.463,9.7,26.1,.372,30.5,60.8,.503,19.3,25.4,.758,11.8,33.0,44.8,19.8,8.7,4.7,16.0,22.8,109.5
9,Minnesota Timberwolves,82,19855,39.6,89.1,.444,7.5,21.8,.341,32.2,67.3,.478,22.2,28.6,.778,12.7,32.8,45.6,24.4,8.9,3.7,14.2,18.7,108.9
10,Toronto Raptors*,82,19955,39.2,88.0,.445,9.3,25.1,.372,29.8,62.9,.475,21.1,26.9,.782,12.2,33.4,45.7,22.7,7.6,4.5,15.2,24.6,108.8
11,New York Knicks,82,19855,40.5,90.2,.449,10.2,27.3,.372,30.4,63.0,.482,17.0,22.4,.761,11.7,32.6,44.3,22.0,8.5,4.9,14.2,24.3,108.3
12,Golden State Warriors*,82,19830,40.7,88.1,.462,9.7,25.6,.380,31.0,62.5,.496,16.4,21.8,.753,11.3,35.5,46.7,24.0,8.1,5.1,15.7,22.4,107.5
13,New Orleans Pelicans,82,19855,40.7,88.7,.459,6.4,17.1,.373,34.3,71.6,.479,19.5,25.4,.769,12.2,32.6,44.8,22.9,8.5,6.9,14.8,24.4,107.2
14,Brooklyn Nets*,82,19880,38.7,84.4,.459,9.4,25.4,.369,29.3,59.0,.497,19.9,26.4,.753,9.5,31.8,41.3,22.6,9.3,4.1,15.7,23.5,106.7
15,Memphis Grizzlies*,82,19805,42.1,90.7,.464,5.5,15.5,.353,36.6,75.2,.487,16.7,22.5,.741,12.8,34.1,46.9,24.2,8.5,5.1,15.2,21.1,106.3
16,Washington Wizards*,82,20055,40.8,88.8,.459,8.3,21.9,.380,32.5,67.0,.485,16.1,22.0,.731,11.4,33.0,44.4,24.5,8.6,4.8,15.5,21.5,106.0
17,Denver Nuggets,82,19755,39.0,87.2,.447,8.7,24.3,.358,30.3,63.0,.481,19.4,26.7,.726,12.5,33.7,46.2,22.8,7.6,5.7,16.2,23.4,106.0
18,Detroit Pistons,82,19780,40.7,91.1,.447,6.5,20.2,.321,34.2,70.9,.483,18.1,27.0,.670,15.3,32.3,47.6,21.9,8.8,5.0,15.2,21.3,105.9
19,Atlanta Hawks*,82,19830,39.1,85.5,.458,9.8,27.1,.363,29.3,58.5,.502,17.8,22.8,.781,9.1,32.8,41.9,26.1,8.7,4.2,16.0,20.2,105.9
20,Sacramento Kings,82,19830,38.8,86.8,.447,6.3,18.9,.333,32.5,67.9,.479,21.8,28.7,.759,12.7,34.1,46.8,19.8,7.5,4.1,16.0,23.7,105.7
21,Los Angeles Lakers,82,19705,38.7,86.2,.450,9.6,25.1,.381,29.2,61.1,.478,17.2,22.6,.757,9.2,32.3,41.5,24.8,7.5,5.5,15.3,20.1,104.2
22,Cleveland Cavaliers,82,19930,39.3,90.0,.437,7.6,21.2,.356,31.7,68.7,.461,18.1,24.1,.751,12.8,34.0,46.8,22.5,7.5,3.9,15.0,21.2,104.2
23,Indiana Pacers*,82,19780,38.7,86.2,.449,7.2,20.2,.357,31.5,66.0,.477,19.5,25.0,.779,10.9,37.1,48.1,21.7,7.2,5.9,16.2,22.0,104.1
24,Charlotte Bobcats*,82,19905,38.8,87.8,.442,6.7,19.2,.351,32.1,68.6,.468,19.2,26.1,.737,10.1,35.5,45.6,23.2,6.5,5.5,13.2,19.5,103.6
25,Utah Jazz,82,19780,39.2,88.3,.444,7.2,20.9,.344,32.0,67.4,.474,17.9,23.9,.747,12.0,32.9,44.9,22.1,7.6,4.9,15.9,22.6,103.5
26,Milwaukee Bucks,82,19880,38.8,88.6,.438,7.2,20.4,.353,31.6,68.2,.464,18.1,24.2,.747,12.8,31.6,44.3,23.2,7.1,5.3,16.3,22.5,103.0
27,Boston Celtics,82,19730,39.1,89.7,.435,7.5,22.5,.333,31.6,67.2,.470,17.3,22.2,.777,12.8,32.7,45.4,22.5,7.6,4.5,16.4,22.7,102.9
28,Chicago Bulls*,82,19930,38.0,87.8,.432,6.8,19.5,.348,31.2,68.3,.456,19.8,25.5,.779,12.5,35.8,48.3,24.8,7.9,5.7,16.3,20.9,102.5
29,Orlando Magic,82,19955,38.8,87.1,.445,7.2,20.5,.353,31.6,66.6,.474,16.8,22.0,.763,10.2,34.1,44.3,22.2,8.1,4.5,15.7,21.6,101.7
30,Philadelphia 76ers,82,19855,37.9,87.2,.435,7.0,22.5,.312,30.9,64.6,.477,16.6,23.4,.710,11.6,31.2,42.7,21.8,9.3,4.0,16.9,22.5,99.4
