Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Portland Trail Blazers*,82,19830,42.2,90.7,.465,8.3,21.7,.383,33.8,69.0,.490,21.2,27.8,.765,14.8,33.0,47.8,23.3,7.7,5.6,14.7,23.3,113.9
2,Phoenix Suns,82,19755,42.7,84.7,.504,7.0,18.3,.383,35.7,66.5,.537,21.2,28.5,.744,11.4,31.9,43.3,24.1,7.5,5.3,16.3,21.4,113.6
3,Los Angeles Lakers*,82,19780,42.6,89.8,.474,7.0,19.5,.361,35.5,70.3,.505,20.7,26.9,.770,13.1,33.3,46.3,24.5,9.2,5.4,14.2,21.8,112.8
4,Cleveland Cavaliers*,82,19780,41.3,88.3,.468,9.0,22.8,.393,32.4,65.4,.495,20.8,27.5,.757,12.1,35.2,47.3,22.7,8.1,5.9,14.3,22.7,112.4
5,Boston Celtics*,82,19880,41.1,84.6,.486,7.2,18.1,.397,33.9,66.5,.510,21.2,27.7,.765,11.6,34.5,46.1,24.9,8.3,5.2,17.1,25.3,110.5
6,Dallas Mavericks*,82,19805,41.4,89.7,.462,7.6,21.6,.350,33.9,68.1,.498,20.1,24.5,.819,12.0,34.4,46.4,23.6,7.8,5.7,13.8,21.2,110.5
7,Denver Nuggets*,82,19730,39.5,84.0,.470,7.1,19.1,.371,32.4,64.9,.499,24.4,32.1,.760,11.7,32.4,44.0,23.5,9.2,6.3,16.2,24.2,110.4
8,Utah Jazz*,82,19880,40.7,85.8,.475,5.1,14.5,.349,35.7,71.3,.500,23.5,30.5,.771,12.2,31.4,43.6,26.2,9.3,4.8,15.7,23.7,110.1
9,Golden State Warriors,82,19880,39.7,86.8,.458,6.8,18.1,.373,33.0,68.6,.480,23.3,29.4,.791,11.7,30.6,42.4,21.0,7.8,6.5,14.8,22.7,109.5
10,Atlanta Hawks*,82,19705,40.2,87.7,.458,8.1,22.2,.366,32.1,65.5,.490,20.9,28.3,.737,11.8,32.8,44.6,22.5,8.2,5.1,14.2,21.9,109.3
11,Orlando Magic*,82,19730,38.6,84.5,.457,10.8,28.3,.381,27.8,56.2,.495,21.2,29.7,.715,10.8,35.9,46.7,21.0,7.5,5.8,15.0,21.9,109.2
12,New Orleans Hornets*,82,19755,40.3,88.1,.457,7.7,21.1,.364,32.6,67.0,.487,20.5,25.4,.807,11.1,33.9,45.0,22.3,8.2,4.7,14.2,23.0,108.7
