Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
13,San Antonio Spurs*,82,19905,41.5,89.1,.466,8.5,22.1,.386,33.0,67.0,.492,17.0,22.4,.761,9.9,36.0,45.9,23.7,6.5,4.5,13.1,21.1,108.5
14,Houston Rockets*,82,19805,39.8,87.7,.453,8.3,22.2,.375,31.4,65.4,.480,20.6,25.6,.805,11.6,35.8,47.3,22.3,7.4,4.8,15.6,20.9,108.4
15,Chicago Bulls*,82,19930,40.4,88.6,.457,6.4,16.7,.381,34.1,71.9,.474,21.1,26.6,.796,12.6,32.1,44.7,22.4,8.0,5.9,15.4,22.1,108.4
16,New Jersey Nets,82,19830,39.4,88.0,.448,8.8,23.4,.376,30.6,64.6,.473,20.8,26.7,.779,11.4,32.5,44.0,22.0,7.5,5.3,14.5,24.7,108.3
17,Indiana Pacers,82,19830,40.4,88.8,.455,8.2,21.6,.378,32.2,67.2,.480,19.1,23.7,.807,11.6,33.4,45.0,22.3,7.2,5.4,14.9,23.8,108.1
18,New York Knicks,82,19805,39.6,88.9,.445,10.3,28.6,.360,29.3,60.2,.486,18.7,23.8,.784,11.4,31.9,43.3,21.8,7.6,2.6,14.7,21.0,108.1
19,Philadelphia 76ers*,82,19755,40.5,88.2,.459,4.6,14.5,.318,35.9,73.7,.486,22.3,29.9,.745,14.0,31.5,45.6,22.2,8.9,5.6,15.6,22.3,107.9
20,Miami Heat*,82,19955,40.6,88.9,.457,7.8,21.8,.357,32.8,67.1,.489,18.9,25.0,.754,11.1,32.3,43.3,22.4,8.7,6.0,13.7,22.7,107.8
21,Detroit Pistons*,82,19905,41.4,91.2,.454,5.2,15.0,.349,36.2,76.2,.475,19.3,25.7,.751,13.2,34.0,47.2,23.5,6.9,5.2,13.5,23.8,107.4
22,Toronto Raptors,82,19805,40.2,87.9,.458,6.3,17.0,.372,33.9,70.9,.478,20.2,24.5,.824,10.6,33.1,43.7,24.2,6.9,5.1,14.5,21.0,107.0
23,Milwaukee Bucks,82,19780,39.4,88.5,.445,6.7,18.5,.363,32.7,70.1,.467,21.1,27.1,.780,12.8,31.0,43.8,23.6,8.0,4.0,15.1,26.0,106.7
24,Minnesota Timberwolves,82,19805,39.5,89.5,.441,7.2,20.4,.353,32.3,69.2,.467,19.9,25.9,.769,12.9,32.3,45.2,22.1,6.8,4.3,15.4,23.6,106.1
25,Sacramento Kings,82,19905,38.3,85.5,.447,7.5,20.4,.368,30.8,65.1,.472,21.5,27.0,.798,10.7,30.3,41.0,20.7,7.3,4.5,16.2,24.4,105.5
26,Washington Wizards,82,19705,40.1,89.1,.450,5.3,16.0,.330,34.8,73.0,.476,20.0,26.1,.767,12.8,31.2,44.0,22.0,8.3,4.9,15.3,22.5,105.4
27,Charlotte Bobcats,82,19930,39.1,85.9,.455,6.7,18.3,.366,32.4,67.6,.479,19.8,26.8,.740,12.1,32.3,44.3,23.7,7.9,5.4,17.4,23.9,104.7
28,Memphis Grizzlies,82,19805,38.5,84.8,.454,5.4,14.9,.360,33.2,70.0,.474,21.1,27.9,.756,11.4,31.4,42.8,19.1,8.3,5.2,16.8,23.9,103.5
29,Oklahoma City Thunder,82,19805,38.8,86.9,.447,4.2,12.3,.346,34.6,74.7,.463,21.0,26.8,.786,12.9,32.3,45.3,21.5,7.9,4.8,17.2,21.4,102.9
30,Los Angeles Clippers,82,19880,38.7,87.8,.441,7.0,19.8,.354,31.7,68.0,.467,17.8,24.1,.736,11.7,31.2,42.8,22.6,7.5,6.3,16.0,21.6,102.3
