"Home_TeamID","Away_TeamID","Home_win_prob"
"MIA-2022","ATL-2022",0.724209311796094
"MIA-2022","BKN-2022",0.636273852217428
"MIA-2022","BOS-2022",0.536941966845321
"MIA-2022","CHI-2022",0.72126813531536
"MIA-2022","DAL-2022",0.673828289965197
"MIA-2022","DEN-2022",0.551986303192489
"MIA-2022","GSW-2022",0.510274688459984
"MIA-2022","MEM-2022",0.633660283428458
"MIA-2022","MIL-2022",0.583440303064052
"MIA-2022","MIN-2022",0.719452623060148
"MIA-2022","NOP-2022",0.751763160370889
"MIA-2022","PHI-2022",0.674855417962414
"MIA-2022","PHX-2022",0.485175646417821
"MIA-2022","TOR-2022",0.721471801282065
"MIA-2022","UTA-2022",0.476619600473277
"MIL-2022","ATL-2022",0.628661726347859
"MIL-2022","BKN-2022",0.530031169159565
"MIL-2022","BOS-2022",0.42777846923428
"MIL-2022","CHI-2022",0.625228886924746
"MIL-2022","DAL-2022",0.571161834656022
"MIL-2022","DEN-2022",0.442688258609991
"MIL-2022","GSW-2022",0.401828088620901
"MIL-2022","MEM-2022",0.527221436235546
"MIL-2022","MIA-2022",0.437070226395943
"MIL-2022","MIN-2022",0.62311469472512
"MIL-2022","NOP-2022",0.661297050359002
"MIL-2022","PHI-2022",0.572307057675267
"MIL-2022","PHX-2022",0.377946565562839
"MIL-2022","TOR-2022",0.625466287898801
"MIL-2022","UTA-2022",0.369922751397972
"MIN-2022","ATL-2022",0.55416742256272
"MIN-2022","BKN-2022",0.452967685652653
"MIN-2022","BOS-2022",0.35437177332065
"MIN-2022","CHI-2022",0.550538279731386
"MIN-2022","DAL-2022",0.494409346772457
"MIN-2022","DEN-2022",0.368370102248911
"MIN-2022","GSW-2022",0.330304016758681
"MIN-2022","MEM-2022",0.450175158319537
"MIN-2022","MIA-2022",0.363080771345316
"MIN-2022","MIL-2022",0.398671754453881
"MIN-2022","NOP-2022",0.589070242203836
"MIN-2022","PHI-2022",0.495578520504047
"MIN-2022","PHX-2022",0.308481144087688
"MIN-2022","TOR-2022",0.550789000580381
"MIN-2022","UTA-2022",0.301217960574144
"NOP-2022","ATL-2022",0.451570074303784
"NOP-2022","BKN-2022",0.354220299120151
"NOP-2022","BOS-2022",0.266641507013487
"NOP-2022","CHI-2022",0.447937758860654
"NOP-2022","DAL-2022",0.393120076306894
"NOP-2022","DEN-2022",0.27867013414843
"NOP-2022","GSW-2022",0.246259429861328
"NOP-2022","MEM-2022",0.351645211433758
"NOP-2022","MIA-2022",0.27410983490762
"NOP-2022","MIL-2022",0.305157991224566
"NOP-2022","MIN-2022",0.445710088774393
"NOP-2022","PHI-2022",0.394236495087694
"NOP-2022","PHX-2022",0.228098041328275
"NOP-2022","TOR-2022",0.448188347331775
"NOP-2022","UTA-2022",0.22211955735811
"PHI-2022","ATL-2022",0.657903969020008
"PHI-2022","BKN-2022",0.561624356756842
"PHI-2022","BOS-2022",0.459232419105127
"PHI-2022","CHI-2022",0.654592931617049
"PHI-2022","DAL-2022",0.602065922690968
"PHI-2022","DEN-2022",0.474329755336381
"PHI-2022","GSW-2022",0.432817189273721
"PHI-2022","MEM-2022",0.558846296138621
"PHI-2022","MIA-2022",0.468647839153536
"PHI-2022","MIL-2022",0.506360054543201
"PHI-2022","MIN-2022",0.652552336073874
"PHI-2022","NOP-2022",0.689239709019712
"PHI-2022","PHX-2022",0.408351215024364
"PHI-2022","TOR-2022",0.654822000957113
"PHI-2022","UTA-2022",0.400097081551511
"PHX-2022","ATL-2022",0.802298515921785
"PHX-2022","BKN-2022",0.729978219953349
"PHX-2022","BOS-2022",0.641831415469431
"PHX-2022","CHI-2022",0.799960093364814
"PHX-2022","DAL-2022",0.761484517819944
"PHX-2022","DEN-2022",0.655653423275364
"PHX-2022","GSW-2022",0.616894781383972
"PHX-2022","MEM-2022",0.727749867640326
"PHX-2022","MIA-2022",0.650487245288445
"PHX-2022","MIL-2022",0.683995874989389
"PHX-2022","MIN-2022",0.798513956096326
"PHX-2022","NOP-2022",0.823947171233528
"PHX-2022","PHI-2022",0.762332972827049
"PHX-2022","TOR-2022",0.800122194270696
"PHX-2022","UTA-2022",0.584602056859786
"TOR-2022","ATL-2022",0.555022164836949
"TOR-2022","BKN-2022",0.453825226215497
"TOR-2022","BOS-2022",0.355163844690011
"TOR-2022","CHI-2022",0.551394347363351
"TOR-2022","DAL-2022",0.495274310500793
"TOR-2022","DEN-2022",0.36917557099114
"TOR-2022","GSW-2022",0.331069878581349
"TOR-2022","MEM-2022",0.451031771101129
"TOR-2022","MIA-2022",0.363881337453013
"TOR-2022","MIL-2022",0.39950157303456
"TOR-2022","MIN-2022",0.549163976172526
"TOR-2022","NOP-2022",0.58990758759018
"TOR-2022","PHI-2022",0.496443521238727
"TOR-2022","PHX-2022",0.309219769654634
"TOR-2022","UTA-2022",0.301946788838674
"UTA-2022","ATL-2022",0.665837928757364
"UTA-2022","BKN-2022",0.570332956087116
"UTA-2022","BOS-2022",0.468048486861558
"UTA-2022","CHI-2022",0.662564296260308
"UTA-2022","DAL-2022",0.610528259936749
"UTA-2022","DEN-2022",0.483176689484327
"UTA-2022","GSW-2022",0.441540206762872
"UTA-2022","MEM-2022",0.567567590481066
"UTA-2022","MIA-2022",0.477485059093682
"UTA-2022","MIL-2022",0.515218866425046
"UTA-2022","MIN-2022",0.660546372707566
"UTA-2022","NOP-2022",0.696781869818949
"UTA-2022","PHI-2022",0.611639836168878
"UTA-2022","PHX-2022",0.416943619956323
"UTA-2022","TOR-2022",0.662790802404625
