Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Milwaukee Bucks*,82,19780,39.0,90.1,.433,12.6,35.0,.361,26.4,55.1,.479,14.6,19.9,.733,9.6,34.1,43.6,23.9,6.5,4.6,12.9,19.4,105.2
2,Utah Jazz*,82,19755,39.7,87.8,.452,9.8,27.5,.355,29.9,60.3,.496,16.6,22.1,.753,8.9,33.5,42.3,21.4,8.4,4.6,13.8,22.2,105.7
3,Indiana Pacers*,82,19705,39.4,87.6,.450,11.6,32.7,.354,27.9,54.9,.507,16.1,21.3,.756,10.7,33.7,44.4,24.9,7.5,5.3,15.9,20.4,106.5
4,Oklahoma City Thunder*,82,19855,39.3,85.5,.460,10.8,30.5,.356,28.5,55.0,.517,17.6,23.2,.761,9.5,34.5,44.0,24.0,7.9,4.9,16.1,21.7,107.0
5,Toronto Raptors*,82,19880,39.8,88.6,.449,10.6,30.8,.345,29.2,57.8,.505,16.9,22.0,.765,10.5,33.8,44.3,24.3,7.5,4.4,14.8,20.3,107.1
6,Miami Heat,82,19730,38.9,88.1,.441,12.0,33.6,.358,26.8,54.5,.493,17.7,23.0,.769,10.3,34.6,44.9,23.7,7.6,4.8,14.4,20.5,107.6
7,Boston Celtics*,82,19780,39.4,87.9,.448,11.5,33.5,.344,27.9,54.5,.513,17.4,22.8,.764,10.4,35.5,45.8,23.6,6.8,3.9,15.1,19.5,107.8
8,Orlando Magic*,82,19780,40.5,88.9,.456,10.6,30.6,.347,29.9,58.3,.513,16.5,21.2,.778,9.1,36.1,45.3,23.4,7.1,4.5,13.2,19.0,108.1
9,Memphis Grizzlies,82,19880,38.5,85.4,.451,11.9,33.0,.360,26.6,52.5,.508,19.8,25.3,.784,9.8,36.0,45.8,24.0,7.8,5.0,15.6,22.0,108.8
10,Denver Nuggets*,82,19730,40.4,88.2,.458,11.0,32.6,.339,29.4,55.6,.528,17.1,22.7,.753,9.9,33.4,43.4,25.1,7.6,5.1,13.8,20.8,108.9
11,Detroit Pistons*,82,19855,40.6,86.5,.469,9.8,28.3,.345,30.9,58.2,.530,18.3,24.2,.755,9.3,35.2,44.5,24.1,7.0,5.2,14.3,21.7,109.2
12,Golden State Warriors*,82,19805,39.8,89.7,.444,11.5,33.1,.347,28.3,56.7,.500,18.4,23.9,.773,10.6,33.0,43.7,23.9,7.6,3.5,13.3,19.2,109.5
13,Los Angeles Lakers,82,19780,40.4,89.5,.452,11.4,32.7,.349,29.0,56.8,.511,17.2,21.9,.784,10.9,34.3,45.2,24.1,8.0,5.0,13.7,20.1,109.5
14,Brooklyn Nets*,82,19980,41.2,90.3,.456,10.1,29.6,.341,31.1,60.7,.513,17.2,22.3,.770,10.7,34.4,45.2,23.2,7.6,5.1,13.1,21.5,109.7
15,Philadelphia 76ers*,82,19805,40.8,89.5,.455,10.1,29.4,.342,30.7,60.1,.511,18.4,24.0,.768,9.8,32.7,42.5,22.9,7.6,4.0,12.5,21.7,110.0
16,Portland Trail Blazers*,82,19855,41.1,90.1,.457,10.7,29.8,.359,30.4,60.3,.505,17.5,22.8,.770,10.3,32.6,42.8,23.2,7.4,5.1,12.4,20.7,110.5
17,Houston Rockets*,82,19830,41.0,87.9,.466,10.3,30.2,.340,30.7,57.7,.532,18.5,24.0,.768,11.1,34.9,46.1,23.9,7.5,4.6,15.2,20.3,110.7
18,Dallas Mavericks,82,19780,41.2,89.7,.459,11.3,32.7,.344,29.9,57.0,.525,17.2,22.1,.777,10.2,34.8,45.1,24.7,7.9,4.5,13.1,23.4,110.7
19,San Antonio Spurs*,82,19805,42.0,90.7,.463,11.8,33.0,.359,30.1,57.7,.522,15.4,20.4,.755,9.3,35.1,44.4,25.0,7.3,4.1,12.3,19.9,111.2
20,Los Angeles Clippers*,82,19830,40.7,89.1,.457,10.1,29.5,.343,30.6,59.7,.513,20.0,25.7,.777,11.0,33.6,44.6,23.5,8.1,5.9,12.9,23.4,111.5
21,Sacramento Kings,82,19730,40.9,87.6,.466,11.6,33.5,.348,29.2,54.2,.540,18.2,23.6,.770,10.8,35.6,46.4,23.9,7.3,5.0,15.4,20.7,111.5
22,Charlotte Hornets,82,19830,42.1,89.6,.470,12.2,33.7,.361,30.0,56.0,.536,16.0,20.4,.787,10.1,35.9,46.1,26.2,6.9,6.0,13.6,20.7,112.5
23,New Orleans Pelicans,82,19755,41.7,89.5,.466,11.8,32.5,.364,29.9,57.0,.525,17.3,22.7,.764,10.6,33.6,44.1,25.6,8.3,5.2,13.1,20.3,112.6
24,Minnesota Timberwolves,82,19830,41.7,89.2,.467,12.6,33.3,.378,29.1,56.0,.520,16.9,22.1,.767,11.1,34.1,45.2,25.9,6.5,5.5,14.6,21.7,112.9
25,Chicago Bulls,82,19905,42.2,89.1,.473,12.1,33.0,.365,30.1,56.1,.537,16.8,22.0,.763,10.0,36.4,46.4,25.5,7.3,5.8,13.3,18.7,113.2
26,New York Knicks,82,19780,41.8,89.6,.467,11.8,32.6,.363,30.0,57.0,.527,18.2,23.7,.766,10.7,36.7,47.5,25.6,7.4,5.6,13.2,20.8,113.7
27,Atlanta Hawks,82,19855,40.8,86.3,.473,11.8,32.8,.359,29.0,53.5,.543,20.5,27.0,.758,10.1,33.8,43.9,25.6,9.4,5.2,14.4,21.1,113.9
28,Washington Wizards,82,19930,42.3,88.2,.480,11.8,31.9,.370,30.5,56.3,.542,17.5,22.5,.778,11.1,34.9,46.0,25.6,7.5,4.5,15.3,20.7,113.9
29,Phoenix Suns,82,19880,41.8,86.8,.482,11.0,29.5,.372,30.9,57.4,.538,20.5,27.2,.753,11.7,34.8,46.5,25.5,8.9,4.9,15.4,20.3,115.1
30,Cleveland Cavaliers,82,19755,44.5,89.9,.495,12.4,32.6,.380,32.1,57.3,.561,16.3,21.1,.770,9.8,35.6,45.5,26.5,7.1,5.8,12.8,20.0,117.6
