Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Indiana Pacers*,82,19780,37.4,89.0,.420,7.1,20.5,.345,30.3,68.5,.443,17.5,23.2,.755,11.2,33.1,44.3,20.0,7.8,5.0,14.7,23.5,99.3
2,Chicago Bulls*,82,19930,38.3,88.9,.430,7.2,20.5,.351,31.1,68.5,.454,16.8,22.3,.753,11.7,33.5,45.2,21.4,8.3,6.5,15.7,22.9,100.5
3,San Antonio Spurs*,82,19755,39.6,89.2,.444,6.8,19.2,.353,32.8,70.0,.469,16.4,21.6,.760,11.0,33.3,44.3,21.3,8.0,4.8,14.5,20.3,102.4
4,Golden State Warriors*,82,19830,38.0,87.0,.436,7.2,20.8,.344,30.8,66.2,.465,19.5,25.4,.765,11.0,33.6,44.6,21.2,8.2,4.3,15.5,19.9,102.6
5,Charlotte Bobcats*,82,19905,39.4,89.2,.442,8.7,23.5,.369,30.7,65.7,.468,16.3,21.5,.759,10.2,36.1,46.3,22.4,6.7,5.4,14.2,22.4,103.8
6,Oklahoma City Thunder*,82,19805,37.9,86.9,.436,9.0,25.0,.358,28.9,61.9,.468,19.2,26.4,.727,11.4,31.2,42.6,22.7,8.5,3.8,15.8,21.2,103.9
7,Washington Wizards*,82,20055,39.0,85.2,.458,7.9,22.6,.347,31.1,62.5,.498,18.8,24.5,.765,10.6,33.8,44.4,23.4,8.1,4.1,16.9,20.5,104.6
8,Memphis Grizzlies*,82,19805,39.4,87.7,.450,8.3,23.3,.355,31.1,64.3,.484,17.4,22.7,.766,10.9,32.4,43.3,22.0,8.0,5.5,15.7,20.9,104.6
9,Los Angeles Clippers*,82,19755,38.8,88.1,.441,7.5,22.7,.332,31.3,65.4,.479,19.6,25.9,.755,12.8,32.6,45.4,24.2,7.2,3.6,16.0,24.3,104.8
10,Toronto Raptors*,82,19955,38.7,86.1,.450,7.4,20.7,.360,31.3,65.4,.478,20.4,27.1,.752,11.2,32.8,44.0,22.5,7.8,4.6,16.0,23.8,105.3
11,Miami Heat*,82,19880,39.2,85.7,.457,9.2,25.4,.362,30.0,60.3,.497,18.2,24.2,.750,11.7,32.0,43.8,23.2,8.8,3.4,18.1,22.2,105.8
12,Minnesota Timberwolves,82,19855,41.2,87.5,.471,8.2,22.6,.364,33.0,64.9,.508,15.5,20.4,.756,11.3,33.7,45.0,23.3,8.0,5.7,16.7,24.0,106.2
13,Houston Rockets*,82,19830,40.2,90.7,.443,8.4,23.7,.353,31.8,67.0,.475,17.5,23.2,.757,12.3,30.7,42.9,22.9,8.8,5.8,14.4,25.0,106.3
14,Atlanta Hawks*,82,19830,40.5,87.5,.462,8.4,22.9,.365,32.1,64.6,.497,17.2,22.9,.748,11.3,34.4,45.7,24.3,8.6,4.5,15.9,21.0,106.4
15,Phoenix Suns,82,19755,39.6,86.8,.456,7.1,20.7,.341,32.5,66.1,.492,20.6,26.8,.766,11.7,32.8,44.6,21.1,7.8,4.2,16.0,22.2,106.7
16,Portland Trail Blazers*,82,19855,41.4,91.8,.451,6.8,19.2,.355,34.6,72.6,.476,17.8,23.2,.766,12.0,33.4,45.4,21.3,8.1,3.9,12.6,21.6,107.4
