Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Boston Celtics*,82,19905,39.2,90.1,.434,12.1,35.7,.339,27.1,54.4,.497,16.5,21.1,.783,10.7,34.0,44.7,22.1,7.7,4.7,14.1,19.9,106.9
2,Golden State Warriors*,82,19730,38.4,87.7,.438,12.4,36.4,.339,26.1,51.3,.509,17.6,23.2,.759,9.8,33.4,43.2,23.2,8.0,3.9,14.7,18.2,106.9
3,Phoenix Suns*,82,19730,39.2,88.3,.444,11.6,34.2,.340,27.6,54.1,.510,17.3,22.7,.761,10.5,33.9,44.5,22.9,7.5,4.0,14.7,18.9,107.3
4,Memphis Grizzlies*,82,19780,40.0,87.9,.455,11.9,34.2,.349,28.0,53.7,.522,17.1,22.2,.771,9.9,32.7,42.7,24.8,7.1,6.0,14.9,19.7,109.0
5,Miami Heat*,82,19855,38.8,86.8,.447,13.4,39.5,.339,25.4,47.2,.537,18.1,23.2,.779,9.9,33.2,43.0,24.0,7.7,4.2,15.5,21.2,109.1
6,Dallas Mavericks*,82,19755,40.7,89.2,.457,11.4,33.6,.340,29.3,55.6,.527,16.5,21.5,.767,9.9,35.7,45.6,24.5,7.3,3.8,13.7,21.0,109.4
7,Cleveland Cavaliers,82,19730,41.0,90.5,.452,12.1,34.4,.353,28.8,56.1,.514,15.6,20.1,.774,10.9,33.6,44.5,25.0,8.7,4.8,13.9,20.7,109.7
8,Los Angeles Clippers,82,19780,41.4,92.0,.450,11.9,34.4,.345,29.5,57.6,.513,15.4,19.9,.775,12.2,35.7,47.9,24.5,7.8,4.2,13.8,18.8,110.1
9,Utah Jazz*,82,19730,41.5,91.7,.453,12.4,35.5,.350,29.1,56.1,.518,15.0,19.8,.758,10.1,32.6,42.7,24.0,8.0,4.4,12.3,20.8,110.5
10,Toronto Raptors*,82,19855,40.2,87.1,.462,12.8,36.0,.354,27.5,51.1,.538,17.3,21.9,.789,10.7,34.8,45.5,26.1,6.9,5.2,16.3,19.7,110.5
11,New York Knicks,82,19780,39.9,89.2,.447,13.1,38.3,.342,26.8,50.8,.527,17.6,23.1,.764,9.7,35.6,45.3,25.1,7.2,4.8,13.1,21.1,110.5
12,Philadelphia 76ers*,82,19805,41.0,89.4,.458,11.7,33.9,.346,29.2,55.5,.527,17.2,22.3,.769,10.6,35.1,45.6,24.3,6.8,4.8,13.7,20.1,110.8
13,Minnesota Timberwolves*,82,19780,39.7,86.1,.460,12.9,36.8,.350,26.8,49.3,.543,19.5,25.0,.780,10.9,34.4,45.2,25.8,7.1,4.8,16.1,20.6,111.7
14,Milwaukee Bucks*,82,19755,41.2,90.3,.456,14.4,40.5,.356,26.8,49.9,.537,14.9,19.9,.751,9.9,34.1,44.0,25.8,7.4,4.3,13.0,19.6,111.8
15,Denver Nuggets*,82,19805,41.7,88.8,.470,12.0,34.8,.346,29.7,54.0,.549,16.7,22.1,.757,9.8,33.2,43.0,25.8,8.0,4.9,13.0,20.2,112.1
16,San Antonio Spurs,82,19805,42.2,90.5,.466,12.0,33.4,.360,30.2,57.2,.528,15.9,20.7,.767,11.3,35.2,46.5,23.9,7.3,4.9,13.7,18.8,112.3
17,Orlando Magic,82,19780,40.9,89.3,.458,13.2,36.4,.363,27.7,52.8,.524,17.5,22.6,.772,10.4,36.9,47.3,24.9,8.0,5.2,13.2,18.4,112.5
