Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Golden State Warriors,82,241.2,41.5,90.3,.459,9.3,26.6,.348,32.2,63.7,.506,18.8,24.9,.752,12.7,30.4,43.2,22.4,9.1,4.6,13.2,22.9,111.0
2,Denver Nuggets*,82,242.1,40.3,85.8,.470,6.9,19.6,.355,33.4,66.3,.504,23.1,30.7,.751,11.2,32.9,44.1,24.7,9.2,6.7,14.7,21.1,110.7
3,Phoenix Suns*,82,241.2,41.4,82.7,.500,8.5,21.5,.393,32.9,61.2,.538,18.9,24.1,.783,8.8,32.7,41.5,26.7,6.5,6.3,14.4,19.9,110.1
4,Los Angeles Lakers*,82,241.2,39.6,83.1,.476,8.1,21.4,.378,31.5,61.8,.510,21.3,27.7,.769,11.0,33.2,44.1,24.4,8.0,5.3,14.1,20.6,108.6
5,Utah Jazz*,82,240.3,40.0,80.4,.497,5.0,13.4,.372,35.0,67.0,.522,21.3,28.0,.759,11.5,29.4,40.9,26.4,8.7,4.3,14.6,24.0,106.2
6,Orlando Magic*,82,241.2,37.3,78.6,.474,9.8,25.3,.386,27.5,53.3,.516,20.1,27.9,.721,9.4,32.6,42.0,20.8,6.3,4.1,14.3,20.6,104.5
7,Indiana Pacers,82,240.9,37.8,85.3,.444,9.2,24.6,.374,28.6,60.6,.472,19.1,24.9,.768,11.0,32.1,43.1,22.7,7.6,5.0,15.1,23.4,104.0
8,Sacramento Kings,82,241.8,37.1,80.0,.464,6.2,16.7,.373,30.9,63.3,.488,22.1,27.7,.798,10.1,30.0,40.1,19.1,7.9,4.1,16.1,22.4,102.5
9,New Orleans Hornets*,82,241.5,38.6,82.9,.466,7.7,19.8,.389,30.9,63.1,.490,16.0,20.8,.769,11.4,30.4,41.8,21.8,7.8,3.9,11.9,18.7,100.9
10,Memphis Grizzlies,82,241.5,37.3,82.2,.454,7.6,21.7,.349,29.8,60.5,.492,18.5,25.6,.723,10.3,31.3,41.6,19.2,6.1,4.7,15.3,19.4,100.7
11,Boston Celtics*,82,240.9,36.4,76.7,.475,7.3,19.1,.381,29.1,57.6,.506,20.5,26.5,.771,10.1,31.9,42.0,22.4,8.5,4.6,15.2,22.7,100.5
12,Dallas Mavericks*,82,240.6,36.9,79.5,.464,6.0,17.1,.352,30.9,62.3,.495,20.6,25.3,.814,10.8,32.2,43.0,21.0,6.0,4.9,12.6,21.8,100.4
13,Toronto Raptors*,82,241.8,38.4,82.0,.468,7.0,17.8,.392,31.4,64.2,.489,16.4,20.2,.812,9.6,30.4,40.1,23.8,7.0,4.1,11.7,19.5,100.2
14,Washington Wizards*,82,242.7,36.4,81.6,.446,7.0,19.7,.356,29.4,62.0,.475,19.0,24.3,.782,12.3,29.3,41.6,19.6,7.7,4.8,13.2,19.6,98.8
15,Atlanta Hawks*,82,242.1,36.3,79.9,.454,4.7,13.1,.356,31.6,66.8,.473,21.0,27.2,.772,12.3,29.9,42.2,22.0,7.3,5.5,14.9,20.4,98.2
