Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Denver Nuggets*,82,19705,40.1,84.3,.476,8.4,21.7,.388,31.6,62.6,.506,23.7,31.0,.765,10.1,33.8,43.9,23.1,7.7,4.5,14.7,21.9,112.3
2,San Antonio Spurs*,82,19780,41.4,87.1,.475,9.0,22.7,.397,32.4,64.4,.503,20.0,26.1,.767,10.9,34.2,45.1,24.1,7.9,4.9,14.5,20.5,111.8
3,Miami Heat*,82,19780,40.5,84.1,.481,7.3,19.7,.370,33.2,64.4,.515,23.5,30.5,.769,10.5,35.6,46.1,21.9,7.3,5.7,15.2,22.3,111.7
4,Houston Rockets,82,19880,40.6,89.4,.454,8.7,23.6,.367,31.9,65.8,.486,21.4,26.7,.801,12.3,32.7,45.0,25.1,7.4,4.8,14.2,21.0,111.3
5,Oklahoma City Thunder*,82,20005,39.7,85.5,.464,6.3,18.2,.347,33.4,67.4,.495,25.6,31.1,.823,11.7,33.7,45.4,21.6,8.5,6.3,15.0,23.8,111.2
6,Los Angeles Lakers*,82,19830,41.7,90.1,.463,7.0,19.8,.352,34.7,70.3,.494,20.6,26.4,.779,13.2,34.9,48.1,24.0,8.0,5.6,14.3,20.7,111.0
7,New York Knicks*,82,19780,39.9,87.2,.457,9.7,26.4,.368,30.2,60.8,.496,21.4,26.5,.809,10.8,31.4,42.1,22.3,7.9,6.0,14.3,22.1,110.9
8,Dallas Mavericks*,82,19705,40.9,86.2,.475,8.6,23.6,.365,32.3,62.6,.516,19.2,24.7,.777,10.4,34.9,45.3,26.1,7.4,4.7,15.3,21.0,109.7
9,Phoenix Suns,82,20005,40.9,87.0,.470,8.9,23.6,.377,32.0,63.4,.505,18.7,24.6,.759,10.4,31.5,41.9,24.7,6.9,4.5,14.9,21.2,109.5
10,Portland Trail Blazers*,82,19805,40.7,91.0,.447,7.1,20.7,.345,33.5,70.2,.477,20.3,25.3,.804,13.7,30.7,44.5,23.9,9.1,4.9,14.7,21.8,108.8
11,Chicago Bulls*,82,19830,40.7,88.2,.462,6.8,19.0,.361,33.9,69.3,.489,20.0,26.9,.743,13.0,35.5,48.5,24.5,7.9,6.3,15.6,22.0,108.3
12,Golden State Warriors,82,19830,41.5,90.0,.461,8.7,22.3,.392,32.8,67.6,.484,16.5,21.6,.761,12.2,30.3,42.4,23.6,9.4,5.2,15.3,23.1,108.2
13,Utah Jazz,82,19880,40.6,87.4,.465,5.8,16.7,.346,34.9,70.7,.493,21.1,27.3,.771,11.9,31.0,42.9,25.5,8.3,6.4,15.6,24.7,108.1
14,Orlando Magic*,82,19830,39.2,85.0,.461,10.2,27.9,.366,29.0,57.1,.507,19.3,27.9,.692,11.5,35.5,47.0,21.7,7.3,5.1,16.2,21.8,107.9
15,Detroit Pistons,82,19880,41.4,90.0,.460,6.4,17.0,.376,35.0,73.0,.479,18.5,25.1,.737,12.6,30.3,42.9,23.4,8.1,4.4,14.4,22.1,107.7
16,Memphis Grizzlies*,82,19880,42.0,89.3,.471,4.1,12.2,.334,38.0,77.2,.492,19.5,26.0,.750,12.7,31.4,44.1,22.2,10.1,5.8,15.0,22.4,107.6
17,Philadelphia 76ers*,82,19930,41.0,89.0,.461,5.8,16.4,.355,35.2,72.6,.485,18.7,24.3,.770,11.2,33.9,45.0,24.4,8.2,4.7,14.0,20.9,106.6
18,Boston Celtics*,82,19780,40.6,83.5,.486,5.5,15.0,.365,35.1,68.5,.513,19.6,25.4,.770,8.6,34.1,42.7,25.8,9.1,4.6,16.0,22.5,106.2
19,New Orleans Hornets*,82,19830,40.2,87.5,.459,6.1,16.8,.360,34.1,70.7,.482,19.8,25.9,.765,11.2,33.7,44.9,23.1,8.5,4.9,14.6,23.5,106.2
20,Atlanta Hawks*,82,19730,40.5,87.6,.462,6.8,19.4,.352,33.6,68.1,.494,18.3,23.5,.779,10.4,33.5,43.9,24.5,6.8,4.6,15.2,21.2,106.1
21,Toronto Raptors,82,19780,41.1,88.3,.465,4.5,14.3,.316,36.6,74.0,.494,19.5,25.8,.755,12.6,30.6,43.2,23.5,7.6,4.6,15.8,23.6,106.1
22,Los Angeles Clippers,82,19855,39.3,85.8,.457,6.7,19.8,.338,32.6,66.1,.493,20.1,28.5,.707,12.4,32.6,45.0,23.6,7.6,5.2,17.5,22.6,105.3
23,Indiana Pacers*,82,19780,38.5,86.9,.442,7.5,21.2,.354,31.0,65.8,.471,20.4,26.1,.782,11.7,34.0,45.7,20.6,7.5,5.8,16.2,22.8,104.8
24,Minnesota Timberwolves,82,19780,38.9,88.2,.441,7.4,19.7,.376,31.5,68.5,.459,19.1,24.9,.768,13.6,32.1,45.8,20.8,7.4,5.3,17.6,23.0,104.2
25,Sacramento Kings,82,19855,39.8,88.6,.449,5.4,16.2,.335,34.4,72.4,.475,18.5,25.2,.734,13.6,32.1,45.7,21.3,7.7,5.0,16.8,22.9,103.5
26,Charlotte Bobcats,82,19805,38.8,86.0,.451,5.3,16.3,.327,33.5,69.8,.480,20.4,27.0,.756,11.5,33.0,44.5,23.4,7.1,5.9,16.1,22.1,103.4
27,New Jersey Nets,82,20005,38.9,88.6,.440,6.1,17.8,.343,32.8,70.7,.464,19.0,25.1,.759,12.1,32.6,44.7,23.0,6.1,5.1,15.4,24.1,103.1
28,Washington Wizards,82,19930,39.1,88.4,.443,5.0,15.2,.332,34.1,73.2,.465,19.1,25.7,.745,13.0,30.5,43.5,20.4,8.5,6.4,16.1,23.7,102.4
29,Cleveland Cavaliers,82,19755,37.7,86.8,.434,6.6,19.4,.342,31.0,67.3,.461,20.2,27.1,.745,11.2,32.0,43.2,22.5,7.1,4.5,15.2,21.5,102.2
30,Milwaukee Bucks,82,19830,37.9,88.2,.430,6.5,19.1,.342,31.4,69.2,.454,19.2,25.4,.757,11.6,33.4,45.1,20.8,8.3,5.4,14.9,22.7,101.6
