Rk,Team,ATL,BOS,BRK,CHI,CHO,CLE,DAL,DEN,DET,GSW,HOU,IND,LAC,LAL,MEM,MIA,MIL,MIN,NOP,NYK,OKC,ORL,PHI,PHO,POR,SAC,SAS,TOR,UTA,WAS
1,Atlanta Hawks,,0.25,0.25,0.0,0.0,0.25,1.0,0.5,0.25,0.0,0.0,0.25,0.0,0.0,0.5,0.25,0.0,0.5,0.5,0.6667,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.0,1.0,0.5
2,Boston Celtics,0.75,,1.0,0.75,1.0,0.3333,1.0,1.0,0.6667,0.5,0.5,0.5,0.5,0.5,1.0,0.3333,0.5,1.0,0.0,0.75,1.0,0.75,0.75,1.0,1.0,1.0,0.5,0.5,0.5,0.25
3,Brooklyn Nets,0.75,0.0,,1.0,0.3333,0.25,1.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.75,0.3333,0.5,0.0,0.0,0.5,0.75,0.25,0.5,0.5,0.0,0.0,0.0,0.5,0.6667
4,Chicago Bulls,1.0,0.25,0.0,,0.75,0.0,1.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,1.0,0.25,0.5,0.5,0.0,0.75,0.0,1.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.5,0.3333
5,Charlotte Hornets,1.0,0.0,0.6667,0.25,,0.0,0.5,0.5,0.6667,0.5,0.0,0.5,0.5,0.5,1.0,0.0,0.5,0.5,0.0,0.5,0.5,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5,0.75
6,Cleveland Cavaliers,0.75,0.6667,0.75,1.0,1.0,,1.0,0.5,0.75,0.0,0.0,0.25,0.5,0.5,1.0,0.6667,0.75,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.0,0.6667,0.5,0.75
7,Dallas Mavericks,0.0,0.0,0.0,0.0,0.5,0.0,,0.5,0.5,0.0,0.0,1.0,0.3333,0.25,0.75,0.0,0.5,0.0,0.25,0.5,0.5,0.5,0.0,0.0,0.3333,0.5,0.25,0.5,0.0,1.0
8,Denver Nuggets,0.5,0.0,1.0,1.0,0.5,0.5,0.5,,1.0,0.5,0.0,0.5,0.3333,0.5,0.75,0.5,1.0,0.25,0.6667,0.5,0.75,1.0,0.0,0.6667,0.75,0.75,0.5,0.5,0.5,0.5
9,Detroit Pistons,0.75,0.3333,0.75,0.75,0.3333,0.25,0.5,0.0,,0.5,0.5,0.75,0.5,0.5,0.5,0.5,0.5,1.0,0.0,1.0,0.5,0.3333,0.0,1.0,0.5,1.0,0.5,0.0,0.0,0.25
10,Golden State Warriors,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,0.5,,0.3333,0.0,0.75,1.0,0.6667,1.0,0.5,0.6667,0.75,1.0,0.5,1.0,1.0,1.0,0.3333,0.5,0.75,1.0,0.25,1.0
11,Houston Rockets,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6667,,1.0,0.5,0.75,0.5,1.0,1.0,1.0,0.75,1.0,0.3333,1.0,0.5,1.0,1.0,0.6667,0.75,0.0,1.0,0.5
12,Indiana Pacers,0.75,0.5,1.0,0.75,0.5,0.75,0.0,0.5,0.25,1.0,0.0,,1.0,0.5,1.0,0.5,0.75,0.5,0.0,0.6667,0.0,1.0,0.6667,1.0,0.0,1.0,1.0,0.25,0.5,0.3333
13,Los Angeles Clippers,1.0,0.5,1.0,1.0,0.5,0.5,0.6667,0.6667,0.5,0.25,0.5,0.0,,0.75,0.5,0.0,1.0,0.0,0.25,0.5,0.0,1.0,0.0,1.0,0.25,1.0,0.3333,1.0,0.25,0.5
14,Los Angeles Lakers,1.0,0.5,1.0,1.0,0.5,0.5,0.75,0.5,0.5,0.0,0.25,0.5,0.25,,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.75,0.0,0.5,1.0,0.0,0.0,0.5
15,Memphis Grizzlies,0.5,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.5,0.3333,0.5,0.0,0.5,0.5,,0.0,0.0,0.6667,0.5,0.5,0.0,0.0,0.5,0.25,0.5,0.6667,0.0,0.0,0.0,0.0
16,Miami Heat,0.75,0.6667,0.25,0.75,1.0,0.3333,1.0,0.5,0.5,0.0,0.0,0.5,1.0,0.5,1.0,,1.0,0.5,0.0,0.5,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.6667,1.0,0.5
17,Milwaukee Bucks,1.0,0.5,0.6667,0.5,0.5,0.25,0.5,0.0,0.5,0.5,0.0,0.25,0.0,1.0,1.0,0.0,,0.5,0.0,1.0,0.5,0.75,0.5,1.0,1.0,1.0,1.0,0.3333,0.5,0.5
18,Minnesota Timberwolves,0.5,0.0,0.5,0.5,0.5,0.5,1.0,0.75,0.0,0.3333,0.0,0.5,1.0,1.0,0.3333,0.5,0.5,,1.0,1.0,0.75,0.5,0.0,0.5,0.5,1.0,0.3333,0.5,0.5,0.5
19,New Orleans Pelicans,0.5,1.0,1.0,1.0,1.0,0.5,0.75,0.3333,1.0,0.25,0.25,1.0,0.75,1.0,0.5,1.0,1.0,0.0,,0.5,0.6667,0.5,0.5,1.0,0.5,0.5,0.75,0.0,0.25,0.0
20,New York Knicks,0.3333,0.25,1.0,0.25,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.3333,0.5,0.5,0.5,0.5,0.0,0.0,0.5,,0.5,0.25,0.0,1.0,0.0,0.5,0.0,0.25,1.0,0.3333
21,Oklahoma City Thunder,1.0,0.0,0.5,1.0,0.5,0.5,0.5,0.25,0.5,0.5,0.6667,1.0,1.0,0.5,1.0,1.0,0.5,0.25,0.3333,0.5,,0.5,1.0,0.6667,0.0,0.75,0.5,1.0,0.75,0.5
22,Orlando Magic,0.5,0.25,0.25,0.0,0.0,0.5,0.5,0.0,0.6667,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.25,0.5,0.5,0.75,0.5,,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.25
23,Philadelphia 76ers,1.0,0.25,0.75,0.6667,1.0,0.5,1.0,1.0,1.0,0.0,0.5,0.3333,1.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.0,1.0,,0.5,0.5,0.0,1.0,0.25,1.0,0.5
24,Phoenix Suns,0.5,0.0,0.5,1.0,0.0,0.0,1.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.25,0.75,0.0,0.0,0.5,0.0,0.0,0.3333,0.0,0.5,,0.0,0.75,0.0,0.0,0.25,0.5
25,Portland Trail Blazers,0.5,0.0,0.5,1.0,1.0,0.5,0.6667,0.25,0.5,0.6667,0.0,1.0,0.75,1.0,0.5,1.0,0.0,0.5,0.5,1.0,1.0,1.0,0.5,1.0,,0.75,0.3333,0.0,0.5,0.5
26,Sacramento Kings,0.5,0.0,1.0,1.0,0.0,0.5,0.5,0.25,0.0,0.5,0.3333,0.0,0.0,0.5,0.3333,1.0,0.0,0.0,0.5,0.5,0.25,1.0,1.0,0.25,0.25,,0.0,0.0,0.0,0.0
27,San Antonio Spurs,0.5,0.5,1.0,1.0,1.0,1.0,0.75,0.5,0.5,0.25,0.25,0.0,0.6667,0.0,1.0,1.0,0.0,0.6667,0.25,1.0,0.5,0.5,0.0,1.0,0.6667,1.0,,0.5,0.25,0.5
28,Toronto Raptors,1.0,0.5,1.0,1.0,1.0,0.3333,0.5,0.5,1.0,0.0,1.0,0.75,0.0,1.0,1.0,0.3333,0.6667,0.5,1.0,0.75,0.0,1.0,0.75,1.0,1.0,1.0,0.5,,0.5,0.5
29,Utah Jazz,0.0,0.5,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.75,0.0,0.5,0.75,1.0,1.0,0.0,0.5,0.5,0.75,0.0,0.25,1.0,0.0,0.75,0.5,1.0,0.75,0.5,,1.0
30,Washington Wizards,0.5,0.75,0.3333,0.6667,0.25,0.25,0.0,0.5,0.75,0.0,0.5,0.6667,0.5,0.5,1.0,0.5,0.5,0.5,1.0,0.6667,0.5,0.75,0.5,0.5,0.5,1.0,0.5,0.5,0.0,
