Rk,Team,ATL,BOS,BRK,CHI,CHO,CLE,DAL,DEN,DET,GSW,HOU,IND,LAC,LAL,MEM,MIA,MIL,MIN,NOP,NYK,OKC,ORL,PHI,PHO,POR,SAC,SAS,TOR,UTA,WAS
12,Indiana Pacers,0.6667,0.3333,0.0,0.3333,0.3333,1.0,0.5,0.0,1.0,0.5,1.0,,0.0,0.0,1.0,0.6667,0.0,1.0,0.5,0.3333,1.0,1.0,0.3333,0.5,0.5,0.0,0.5,0.6667,0.0,0.0
13,Los Angeles Clippers,0.5,0.0,0.0,1.0,1.0,1.0,0.3333,0.3333,1.0,0.6667,0.6667,1.0,,1.0,0.6667,1.0,0.5,1.0,0.3333,0.5,0.6667,0.5,0.5,0.6667,1.0,0.6667,0.6667,1.0,0.3333,0.5
14,Los Angeles Lakers,0.5,0.5,0.5,1.0,1.0,1.0,0.3333,0.6667,0.5,0.6667,1.0,1.0,0.0,,1.0,0.0,0.5,1.0,0.6667,0.5,1.0,1.0,0.0,0.3333,0.3333,0.3333,0.6667,0.5,0.3333,0.0
15,Memphis Grizzlies,0.5,0.5,1.0,1.0,1.0,0.5,0.3333,0.0,0.5,0.3333,0.6667,0.0,0.3333,0.0,,1.0,0.5,1.0,0.3333,0.0,0.6667,0.5,1.0,0.3333,0.6667,1.0,0.6667,0.5,0.0,1.0
16,Miami Heat,0.3333,0.6667,0.3333,0.6667,0.3333,1.0,0.0,0.0,0.6667,0.5,1.0,0.3333,0.0,1.0,0.0,,0.3333,0.5,1.0,1.0,1.0,0.6667,0.3333,0.0,0.5,1.0,1.0,0.6667,0.5,0.6667
17,Milwaukee Bucks,0.6667,0.3333,0.6667,0.6667,0.3333,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,0.5,0.6667,,1.0,0.5,0.3333,0.5,1.0,1.0,0.0,1.0,1.0,0.5,0.3333,0.0,1.0
18,Minnesota Timberwolves,0.0,0.0,0.0,0.5,0.0,0.5,0.3333,0.0,1.0,0.3333,0.6667,0.0,0.0,0.0,0.0,0.5,0.0,,0.6667,0.5,0.3333,0.5,0.0,0.3333,0.3333,0.6667,0.3333,0.5,1.0,0.0
19,New Orleans Pelicans,0.0,1.0,0.0,0.0,0.5,1.0,0.3333,0.3333,0.5,0.3333,0.6667,0.5,0.6667,0.3333,0.6667,0.0,0.5,0.3333,,0.0,0.6667,0.5,0.5,0.3333,0.0,0.6667,0.3333,1.0,0.3333,0.5
20,New York Knicks,1.0,0.6667,0.0,0.6667,0.6667,0.6667,0.5,0.0,1.0,0.5,1.0,0.6667,0.5,0.5,1.0,0.0,0.6667,0.5,1.0,,0.5,0.6667,0.0,0.0,0.5,0.5,0.5,0.6667,0.5,1.0
21,Oklahoma City Thunder,0.5,0.5,0.5,0.5,0.5,0.5,0.3333,0.0,0.0,0.0,0.6667,0.0,0.3333,0.0,0.3333,0.0,0.5,0.6667,0.3333,0.5,,0.5,0.0,0.3333,0.3333,0.0,0.6667,0.5,0.0,0.0
22,Orlando Magic,0.0,0.0,0.3333,0.6667,0.3333,1.0,0.0,0.0,0.6667,0.5,0.0,0.0,0.5,0.0,0.5,0.3333,0.0,0.5,0.5,0.3333,0.5,,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.6667
23,Philadelphia 76ers,0.6667,1.0,0.6667,1.0,1.0,0.3333,1.0,0.0,0.6667,0.5,1.0,0.6667,0.5,1.0,0.0,0.6667,0.0,1.0,0.5,1.0,1.0,1.0,,0.0,0.0,1.0,1.0,0.6667,0.5,1.0
24,Phoenix Suns,0.5,0.5,0.0,1.0,0.5,1.0,1.0,0.3333,0.5,0.6667,1.0,0.5,0.3333,0.6667,0.6667,1.0,1.0,0.6667,0.6667,1.0,0.6667,0.5,1.0,,1.0,0.6667,0.6667,1.0,1.0,0.5
25,Portland Trail Blazers,0.5,0.5,0.5,0.5,0.5,1.0,0.6667,0.3333,1.0,0.6667,0.6667,0.5,0.0,0.6667,0.3333,0.5,0.0,0.6667,1.0,0.5,0.6667,1.0,1.0,0.0,,1.0,0.6667,1.0,0.3333,0.5
26,Sacramento Kings,0.5,1.0,0.0,0.5,0.0,1.0,1.0,1.0,0.5,0.3333,0.3333,1.0,0.3333,0.6667,0.0,0.0,0.0,0.3333,0.3333,0.5,1.0,0.5,0.0,0.3333,0.0,,0.3333,0.5,0.0,0.5
27,San Antonio Spurs,0.5,0.5,0.0,1.0,0.5,0.5,0.3333,0.3333,1.0,0.3333,0.6667,0.5,0.3333,0.3333,0.3333,0.0,0.5,0.6667,0.6667,0.5,0.3333,1.0,0.0,0.3333,0.3333,0.6667,,0.5,0.0,1.0
28,Toronto Raptors,0.0,0.0,0.6667,0.0,0.6667,0.6667,0.5,0.5,0.0,0.5,0.5,0.3333,0.0,0.5,0.5,0.3333,0.6667,0.5,0.0,0.3333,0.5,1.0,0.3333,0.0,0.0,0.5,0.5,,0.0,0.6667
29,Utah Jazz,1.0,1.0,0.5,1.0,1.0,1.0,0.6667,0.6667,1.0,0.3333,1.0,1.0,0.6667,0.6667,1.0,0.5,1.0,0.0,0.6667,0.5,1.0,1.0,0.5,0.0,0.6667,1.0,1.0,1.0,,0.0
30,Washington Wizards,0.0,0.3333,0.6667,0.3333,0.3333,1.0,0.0,1.0,0.6667,1.0,0.5,1.0,0.5,1.0,0.0,0.3333,0.0,1.0,0.5,0.0,1.0,0.3333,0.0,0.5,0.5,0.5,0.0,0.3333,1.0,
